Ep: 848, Reward: -45.7627118644071, Avg: -61.15558688092826
Ep: 849, Reward: -62.32876712328819, Avg: -61.11444502195979
Ep: 850, Reward: -67.85714285714322, Avg: -60.996268483051566
Ep: 851, Reward: -46.80851063829822, Avg: -60.74407386915482
Ep: 852, Reward: -63.099630996310566, Avg: -60.95199325604099
Ep: 853, Reward: -27.007299270073304, Avg: -60.4464252231007
Ep: 854, Reward: -31.034482758621287, Avg: -60.26524462695809
Ep: 855, Reward: -27.75665399239538, Avg: -59.80859189777906
Ep: 856, Reward: -73.50993377483447, Avg: -59.9897878898025
Ep: 857, Reward: -67.85714285714337, Avg: -60.463466352013064
Ep: 858, Reward: -43.52159468438607, Avg: -60.31105343287754
Ep: 859, Reward: -78.64768683273996, Avg: -60.5504919736788
Ep: 860, Reward: -65.2996845425873, Avg: -60.7350502808987
Ep: 861, Reward: -74.27652733118973, Avg: -60.74296706936211
Ep: 862, Reward: -55.12820512820558, Avg: -60.65255530956924
Ep: 863, Reward: -66.24472573839705, Avg: -60.710686020190614
Ep: 864, Reward: -70.96774193548362, Avg: -60.81913644568042
Ep: 865, Reward: -75.30864197530857, Avg: -60.8793901009284
Ep: 866, Reward: -31.654676258993035, Avg: -60.58554725312871
Ep: 867, Reward: -43.060498220641136, Avg: -60.31645253563542
Ep: 868, Reward: -68.85813148788961, Avg: -60.220861188643795
Ep: 869, Reward: -70.96774193548357, Avg: -60.368494812378195
Ep: 870, Reward: -61.685823754789844, Avg: -60.34249590706893
Ep: 871, Reward: -78.7234042553189, Avg: -60.52840104596763
Ep: 872, Reward: -37.500000000000256, Avg: -60.10817920296422
Ep: 873, Reward: -66.4429530201347, Avg: -60.11743631937245
Ep: 874, Reward: -10.662824207493607, Avg: -59.46712011700296
Ep: 875, Reward: -73.15436241610742, Avg: -59.55453562728502
Ep: 876, Reward: -49.09090909090948, Avg: -59.43690379292721
Ep: 877, Reward: -31.972789115646343, Avg: -59.22935895681094
Ep: 878, Reward: -36.70886075949386, Avg: -58.80052919705895
Ep: 879, Reward: -17.562724014337036, Avg: -58.65183211287798
Ep: 880, Reward: -74.27652733118973, Avg: -58.750469272310866
Ep: 881, Reward: -67.62589928057592, Avg: -59.06697216755565
Ep: 882, Reward: -61.93771626297631, Avg: -58.980466977244234
Ep: 883, Reward: -10.394265232975165, Avg: -58.44985813455736
Ep: 884, Reward: -80.89171974522256, Avg: -58.89635922462704
Ep: 885, Reward: -79.02097902097876, Avg: -59.08225246807424
Ep: 886, Reward: -33.99339933993484, Avg: -58.59886490670326
Ep: 887, Reward: -42.953020134228424, Avg: -58.34686644562517
Ep: 888, Reward: -64.02877697841784, Avg: -58.549284392924136
Ep: 889, Reward: -37.03703703703755, Avg: -58.13018107908399
Ep: 890, Reward: -49.20634920634963, Avg: -57.914452363355274
Ep: 891, Reward: -66.77740863787416, Avg: -57.78912300145816
Ep: 892, Reward: -66.5551839464887, Avg: -57.78555719386421
Ep: 893, Reward: -83.27759197324364, Avg: -57.81313830840185
Ep: 894, Reward: -43.85964912280771, Avg: -57.55345893756096
Ep: 895, Reward: -64.70588235294183, Avg: -57.55139495407283
Ep: 896, Reward: -50.00000000000068, Avg: -57.49967081614179
Ep: 897, Reward: -65.27777777777827, Avg: -57.458571042899166
Ep: 898, Reward: -55.78231292517061, Avg: -57.25777348249571
Ep: 899, Reward: -62.96296296296356, Avg: -57.06408155735503
Ep: 900, Reward: -32.624113475177595, Avg: -56.618459574236084
Ep: 901, Reward: -45.652173913043775, Avg: -56.379859362147
Ep: 902, Reward: -63.23529411764765, Avg: -56.69714381017279
Ep: 903, Reward: -38.98305084745819, Avg: -56.51402058199256
Ep: 904, Reward: -64.0287769784178, Avg: -56.713314562956874
Ep: 905, Reward: -82.1428571428567, Avg: -56.73018287379912
Ep: 906, Reward: -78.41726618705016, Avg: -57.009405040620116
Ep: 907, Reward: -12.903225806451385, Avg: -56.39866034701176
Ep: 908, Reward: -66.56534954407351, Avg: -56.335631671909866
Ep: 909, Reward: -78.57142857142833, Avg: -56.53946442452308
Ep: 910, Reward: -15.194346289752652, Avg: -56.401085306775464
Ep: 911, Reward: -81.94945848375409, Avg: -56.81074382603921
Ep: 912, Reward: -10.394265232974725, Avg: -56.13904545272794
Ep: 913, Reward: -38.628158844765736, Avg: -56.20056819873185
Ep: 914, Reward: -71.3375796178346, Avg: -56.222163172992396
Ep: 915, Reward: -83.87096774193495, Avg: -56.32753951707841
Ep: 916, Reward: -71.42857142857156, Avg: -56.367558130386925
Ep: 917, Reward: -23.322683706071075, Avg: -56.22774421509653
Ep: 918, Reward: -66.00566572238016, Avg: -56.549821778243675
Ep: 919, Reward: -78.91566265060216, Avg: -56.9862275956882
Ep: 920, Reward: -66.86746987951848, Avg: -56.85557119080447
Ep: 921, Reward: -40.95940959409644, Avg: -56.93630622634274
Ep: 922, Reward: -39.297124600639336, Avg: -56.66890011385856
Ep: 923, Reward: -61.5384615384621, Avg: -56.51069982358281
Ep: 924, Reward: -82.9931972789111, Avg: -56.77252548407955
Ep: 925, Reward: -29.530201342281888, Avg: -56.26263269230756
Ep: 926, Reward: -57.89473684210571, Avg: -56.462698073150975
Ep: 927, Reward: -46.127946127946586, Avg: -56.479533089986
Ep: 928, Reward: -66.10169491525475, Avg: -56.45633951282275
Ep: 929, Reward: -58.06451612903271, Avg: -56.38181226031998
Ep: 930, Reward: -83.92282958199304, Avg: -56.368533181508646
Ep: 931, Reward: -52.941176470588616, Avg: -56.192062593273356
Ep: 932, Reward: -77.19869706840373, Avg: -56.68924040365205
Ep: 933, Reward: -70.198675496689, Avg: -56.6300331287682
Ep: 934, Reward: -42.567567567567885, Avg: -56.24021064946233
Ep: 935, Reward: -54.861111111111526, Avg: -55.95604584084101
Ep: 936, Reward: -74.4525547445256, Avg: -55.897939809338894
Ep: 937, Reward: -62.82527881040972, Avg: -56.027667523696664
Ep: 938, Reward: -10.891089108910677, Avg: -55.747265437686536
Ep: 939, Reward: -54.407294832827105, Avg: -55.60383838601479
Ep: 940, Reward: -65.63573883161564, Avg: -55.55649207062726
Ep: 941, Reward: -57.295373665480994, Avg: -55.57062227787028
Ep: 942, Reward: -58.59872611465034, Avg: -55.89854502288776
Ep: 943, Reward: -51.21951219512259, Avg: -55.874316303779366
Ep: 944, Reward: -17.525773195877058, Avg: -55.554624540788645
Ep: 945, Reward: -68.19787985865776, Avg: -55.47469857747046
Ep: 946, Reward: -62.12121212121263, Avg: -55.46628106905297
Ep: 947, Reward: -32.2033898305086, Avg: -55.31636777263857
Ep: 948, Reward: -29.577464788732357, Avg: -55.15451530188182
Ep: 949, Reward: -62.68656716417967, Avg: -55.15809330229074
Ep: 950, Reward: -68.1978798586576, Avg: -55.16150067230588
Ep: 951, Reward: -21.98581560283766, Avg: -54.91327372195127
Ep: 952, Reward: -32.20338983050907, Avg: -54.60431131029326
Ep: 953, Reward: -66.91176470588275, Avg: -55.00335596465135
Ep: 954, Reward: -40.2985074626869, Avg: -55.095996211692
Ep: 955, Reward: -77.19869706840373, Avg: -55.590416642452084
Ep: 956, Reward: -70.96774193548404, Avg: -55.56499472405858
Ep: 957, Reward: -56.04395604395679, Avg: -55.44686285592672
Ep: 958, Reward: -68.75000000000028, Avg: -55.69914690908286
Ep: 959, Reward: -45.65217391304371, Avg: -55.369191779885895
Ep: 960, Reward: -36.666666666666835, Avg: -55.082861601126694
Ep: 961, Reward: -72.22222222222238, Avg: -55.06231855003702
Ep: 962, Reward: -54.716981132076214, Avg: -55.05820631007574
Ep: 963, Reward: -12.213740458015685, Avg: -54.51789645727191
Ep: 964, Reward: -40.251572327044315, Avg: -54.210734761187524
Ep: 965, Reward: -35.37414965986407, Avg: -53.81138983803307
Ep: 966, Reward: -58.04195804195869, Avg: -54.07526265586272
Ep: 967, Reward: -44.262295081967444, Avg: -54.087280624475994
Ep: 968, Reward: -79.79797979797951, Avg: -54.19667910757689
Ep: 969, Reward: -83.92282958199304, Avg: -54.326229984041994
Ep: 970, Reward: -69.59459459459487, Avg: -54.405317692440036
Ep: 971, Reward: -44.80519480519561, Avg: -54.0661355979388
Ep: 972, Reward: -61.904761904762815, Avg: -54.31018321698642
Ep: 973, Reward: -34.02777777777871, Avg: -53.986031464562856
Ep: 974, Reward: -44.44444444444484, Avg: -54.32384766693237
Ep: 975, Reward: -71.06109324758872, Avg: -54.302914975247184
Ep: 976, Reward: -29.663608562691305, Avg: -54.108641969965014
Ep: 977, Reward: -63.815789473684795, Avg: -54.427071973545395
Ep: 978, Reward: -83.66013071895372, Avg: -54.89658467314
Ep: 979, Reward: -76.47058823529399, Avg: -55.48566331534957
Ep: 980, Reward: -82.5783972125431, Avg: -55.568682014163095
Ep: 981, Reward: -84.4236760124605, Avg: -55.73665978148194
Ep: 982, Reward: -40.07490636704179, Avg: -55.51803168252259
Ep: 983, Reward: -47.735191637631004, Avg: -55.891440946569155
Ep: 984, Reward: -54.063604240283155, Avg: -55.623159791519754
Ep: 985, Reward: -60.00000000000058, Avg: -55.43295000130998
Ep: 986, Reward: -37.743190661478856, Avg: -55.47044791452543
Ep: 987, Reward: -80.26315789473651, Avg: -55.84354929213051
Ep: 988, Reward: -18.56677524429976, Avg: -55.38892927478933
Ep: 989, Reward: -77.63578274760366, Avg: -55.79491673189499
Ep: 990, Reward: -67.63754045307519, Avg: -55.979228644362244
Ep: 991, Reward: -26.984126984127464, Avg: -55.58129582782478
Ep: 992, Reward: -76.1904761904761, Avg: -55.67764875026465
Ep: 993, Reward: -61.5384615384621, Avg: -55.46025744591683
Ep: 994, Reward: -41.17647058823579, Avg: -55.43342566057112
Ep: 995, Reward: -40.993788819876315, Avg: -55.19630472524046
Ep: 996, Reward: -79.09407665505199, Avg: -55.48724549179097
Ep: 997, Reward: -55.08982035928201, Avg: -55.38536591760602
Ep: 998, Reward: -82.26950354609883, Avg: -55.6502378238153
Ep: 999, Reward: -33.774834437086405, Avg: -55.358356538556535
