LR: 0.0001, buffer: 100000, upd: 0.0004
Ep: 80, Reward: -76.51006711409383, Avg: -56.41721177270725
Ep: 81, Reward: -49.843260188088415, Avg: -56.33704163143141
Ep: 82, Reward: -72.97297297297304, Avg: -56.53747453916083
Ep: 83, Reward: -72.50859106529217, Avg: -56.72760687875763
Ep: 84, Reward: -80.39215686274476, Avg: -57.006013349157485
Ep: 85, Reward: -64.51612903225862, Avg: -57.09334027570517
Ep: 86, Reward: -24.092409240924084, Avg: -56.71401922932837
Ep: 87, Reward: -67.62589928057596, Avg: -56.83801786627437
Ep: 88, Reward: -69.11196911196896, Avg: -56.97592743083274
Ep: 89, Reward: -20.634920634920785, Avg: -56.572138466433714
Ep: 90, Reward: -28.32764505119475, Avg: -56.26175941791461
Ep: 91, Reward: -61.67247386759638, Avg: -56.32057153149811
Ep: 92, Reward: -83.71335504885941, Avg: -56.615117590824575
Ep: 93, Reward: -77.12418300653577, Avg: -56.833299137800225
Ep: 94, Reward: -71.6981132075473, Avg: -56.98977086485019
Ep: 95, Reward: -68.19787985865756, Avg: -57.10652200020235
Ep: 96, Reward: -60.43165467625958, Avg: -57.140801718512215
Ep: 97, Reward: -27.272727272727273, Avg: -56.83602544865726
Ep: 98, Reward: -38.461538461538545, Avg: -56.650424569999494
Ep: 99, Reward: -44.625407166124084, Avg: -56.53017439596074
Ep: 100, Reward: -70.29702970297014, Avg: -56.766952522171934
Ep: 101, Reward: -54.248366013072484, Avg: -57.134178450343896
Ep: 102, Reward: -77.94117647058802, Avg: -57.69425936003119
Ep: 103, Reward: -69.1358024691361, Avg: -57.56910362325468
Ep: 104, Reward: -74.64788732394362, Avg: -57.54584565438885
Ep: 105, Reward: -65.51724137931083, Avg: -57.66864396746252
Ep: 106, Reward: -55.8359621451109, Avg: -57.99906241244304
Ep: 107, Reward: -17.85714285714275, Avg: -57.57189907398937
Ep: 108, Reward: -31.147540983606685, Avg: -57.31502916008442
Ep: 109, Reward: -31.972789115646318, Avg: -56.93475705124089
Ep: 110, Reward: -41.391941391941835, Avg: -56.77630804410767
Ep: 111, Reward: -73.24414715719068, Avg: -57.04638392428172
Ep: 112, Reward: -48.22006472491967, Avg: -56.93438167298019
Ep: 113, Reward: -68.85813148788958, Avg: -57.50431892006248
Ep: 114, Reward: -78.0219780219778, Avg: -57.59582274697486
Ep: 115, Reward: -78.26086956521716, Avg: -57.98994223399392
Ep: 116, Reward: -59.04436860068309, Avg: -57.93499584907876
Ep: 117, Reward: -66.77740863787416, Avg: -57.9152699354575
Ep: 118, Reward: -71.22302158273399, Avg: -57.5929104076951
Ep: 119, Reward: -69.81132075471734, Avg: -57.93253304920454
Ep: 120, Reward: -26.47058823529415, Avg: -57.48709400402126
Ep: 121, Reward: -2.821316614419997, Avg: -56.71332697214565
Ep: 122, Reward: -76.82119205297998, Avg: -56.925983337119895
Ep: 123, Reward: -73.28244274809165, Avg: -56.83424636109205
Ep: 124, Reward: -32.475884244373084, Avg: -56.58453711842939
Ep: 125, Reward: -69.69696969696989, Avg: -56.60513141086833
Ep: 126, Reward: -60.714285714286206, Avg: -56.66534870166815
Ep: 127, Reward: -77.84810126582263, Avg: -56.6632654510035
Ep: 128, Reward: -62.06896551724196, Avg: -56.87956639144236
Ep: 129, Reward: -72.39263803680993, Avg: -56.910006181772154
Ep: 130, Reward: 10.655737704918154, Avg: -56.12035021317366
Ep: 131, Reward: -81.01265822784772, Avg: -56.508708087969154
Ep: 132, Reward: -73.42192691029905, Avg: -56.825749442961694
Ep: 133, Reward: -5.923344947736124, Avg: -56.19426124295452
Ep: 134, Reward: -82.45614035087674, Avg: -56.21426238587697
Ep: 135, Reward: -43.521594684385924, Avg: -56.584962203688576
Ep: 136, Reward: -27.272727272727487, Avg: -56.072743239856706
Ep: 137, Reward: 10.714285714285806, Avg: -55.64461272839286
Ep: 138, Reward: -69.49152542372906, Avg: -55.8893561613243
Ep: 139, Reward: -6.574394463668151, Avg: -54.722699454495185
Ep: 140, Reward: -42.37288135593276, Avg: -54.39377809137606
Ep: 141, Reward: -81.94945848375409, Avg: -54.4422803098014
Ep: 142, Reward: -40.7665505226483, Avg: -54.03399489478249
Ep: 143, Reward: -9.448818897637658, Avg: -53.628483083758866
Ep: 144, Reward: -35.81081081081091, Avg: -53.4100439605966
Ep: 145, Reward: -75.15527950310556, Avg: -53.96545527652798
Ep: 146, Reward: -36.80297397769531, Avg: -54.40943438339354
Ep: 147, Reward: -45.94594594594624, Avg: -54.19498079937473
Ep: 148, Reward: -9.407665505226522, Avg: -53.801002846918465
Ep: 149, Reward: -42.176870748299756, Avg: -53.52352343410071
Ep: 150, Reward: -18.30065359477102, Avg: -53.085840314875995
Ep: 151, Reward: -34.64052287581717, Avg: -52.92654212158093
Ep: 152, Reward: -72.12543554006983, Avg: -52.93556626115428
Ep: 153, Reward: -66.4179104477616, Avg: -52.841124675976715
Ep: 154, Reward: -61.2676056338033, Avg: -52.95963730819026
Ep: 155, Reward: -63.85542168674779, Avg: -53.351203573250494
Ep: 156, Reward: -73.85620915032682, Avg: -53.430322940295554
Ep: 157, Reward: -49.70414201183471, Avg: -53.089176658148546
Ep: 158, Reward: -23.344947735191553, Avg: -52.6662687471843
Ep: 159, Reward: -66.44295302013475, Avg: -52.872214522873
Ep: 160, Reward: -66.66666666666706, Avg: -53.278180800434605
Ep: 161, Reward: -29.53020134228185, Avg: -52.83664070859427
Ep: 162, Reward: -64.53900709219909, Avg: -53.04740180425124
Ep: 163, Reward: -55.32646048110022, Avg: -53.089388213573514
Ep: 164, Reward: -49.15254237288171, Avg: -53.268198860670026
Ep: 165, Reward: -40.14084507042274, Avg: -53.44153713593566
Ep: 166, Reward: -38.356164383562266, Avg: -53.090879510668294
Ep: 167, Reward: -40.594059405941245, Avg: -52.806098455243166
Ep: 168, Reward: -60.47430830039585, Avg: -52.883568810974396
Ep: 169, Reward: -79.38144329896879, Avg: -53.148763715344536
Ep: 170, Reward: -58.73015873015926, Avg: -53.106435673016506
Ep: 171, Reward: -43.060498220640866, Avg: -53.17037398855623
Ep: 172, Reward: -61.685823754789766, Avg: -53.205350693003076
Ep: 173, Reward: -30.303030303030585, Avg: -53.00180204866497
Ep: 174, Reward: -35.58282208588969, Avg: -52.65964369234264
Ep: 175, Reward: -64.78873239436669, Avg: -52.83733234078963
Ep: 176, Reward: -24.83660130718946, Avg: -52.75236502052819
Ep: 177, Reward: -45.84837545126382, Avg: -52.67679859582934
Ep: 178, Reward: -54.54545454545535, Avg: -52.56009097912173
Ep: 179, Reward: -75.15527950310553, Avg: -52.545757486527364
Ep: 180, Reward: -47.01986754966937, Avg: -52.25085549088313
Ep: 181, Reward: -46.745562130178016, Avg: -52.21987851030403
Ep: 182, Reward: -56.11285266457741, Avg: -52.05127730722007
Ep: 183, Reward: -22.794117647058773, Avg: -51.554132573037734
Ep: 184, Reward: -74.35897435897414, Avg: -51.493800748000034
Ep: 185, Reward: -14.285714285714192, Avg: -50.991496600534575
Ep: 186, Reward: -25.531914893616896, Avg: -51.005891657061504
Ep: 187, Reward: -31.888544891640947, Avg: -50.648518113172166
Ep: 188, Reward: -34.02777777777798, Avg: -50.29767619983025
Ep: 189, Reward: -54.39739413680858, Avg: -50.63530093484914
Ep: 190, Reward: -44.44444444444495, Avg: -50.79646892878164
Ep: 191, Reward: -62.457337883959546, Avg: -50.80431756894528
Ep: 192, Reward: -62.71186440678017, Avg: -50.59430266252448
Ep: 193, Reward: -51.367781155015614, Avg: -50.33673864400928
Ep: 194, Reward: -15.540540540540421, Avg: -49.77516291733921
Ep: 195, Reward: -61.16504854368985, Avg: -49.704834604189536
Ep: 196, Reward: -26.829268292682855, Avg: -49.368810740353766
Ep: 197, Reward: -60.144927536232345, Avg: -49.697532742988805
Ep: 198, Reward: -31.03448275862064, Avg: -49.62326218595963
Ep: 199, Reward: -81.24999999999962, Avg: -49.98950811429839
Ep: 200, Reward: -44.805194805194986, Avg: -49.734589765320635
Ep: 201, Reward: -31.271477663230637, Avg: -49.504820881822226
Ep: 202, Reward: -37.888198757764144, Avg: -49.10429110469399
Ep: 203, Reward: -58.80149812734133, Avg: -49.00094806127604
Ep: 204, Reward: -56.22895622895687, Avg: -48.81675875032616
Ep: 205, Reward: -30.55555555555558, Avg: -48.46714189208861
Ep: 206, Reward: -63.333333333333854, Avg: -48.54211560397084
Ep: 207, Reward: -79.09407665505199, Avg: -49.15448494194994
Ep: 208, Reward: -35.94306049822071, Avg: -49.202440137096076
Ep: 209, Reward: -40.0000000000002, Avg: -49.28271224593962
Ep: 210, Reward: -43.143812709030556, Avg: -49.30023095911051
Ep: 211, Reward: -21.76870748299369, Avg: -48.78547656236853
Ep: 212, Reward: -29.328621908127168, Avg: -48.5965621342006
Ep: 213, Reward: -72.97297297297303, Avg: -48.637710549051455
Ep: 214, Reward: -58.95522388059771, Avg: -48.447043007637646
Ep: 215, Reward: -2.7237354085606564, Avg: -47.69167166607108
Ep: 216, Reward: -48.8817891373805, Avg: -47.59004587143805
Ep: 217, Reward: -64.0287769784178, Avg: -47.56255955484348
Ep: 218, Reward: -26.517571884984587, Avg: -47.115505057865995
Ep: 219, Reward: 42.43323442136379, Avg: -45.993059506105176
Ep: 220, Reward: -60.78431372549073, Avg: -46.33619676100714
Ep: 221, Reward: -58.62068965517318, Avg: -46.89419049141466
Ep: 222, Reward: -74.63768115942025, Avg: -46.87235538247907
Ep: 223, Reward: -9.090909090908928, Avg: -46.230440045907244
Ep: 224, Reward: -40.29850746268682, Avg: -46.308666278090385
Ep: 225, Reward: -37.50000000000023, Avg: -45.9866965811207
Ep: 226, Reward: -42.17687074830002, Avg: -45.80132243146083
Ep: 227, Reward: -37.500000000000405, Avg: -45.3978414188026
Ep: 228, Reward: -75.17730496453895, Avg: -45.52892481327557
Ep: 229, Reward: -16.666666666666483, Avg: -44.97166509957413
Ep: 230, Reward: -26.605504587156275, Avg: -45.34427752249488
Ep: 231, Reward: -47.19471947194756, Avg: -45.00609813493589
Ep: 232, Reward: -14.965986394557634, Avg: -44.421538729778476
Ep: 233, Reward: -70.90909090909106, Avg: -45.071396189392026
Ep: 234, Reward: -40.00000000000029, Avg: -44.64683478588326
Ep: 235, Reward: -26.17449664429517, Avg: -44.47336380548234
Ep: 236, Reward: -27.75665399239582, Avg: -44.478203072679015
Ep: 237, Reward: 3.4482758620692913, Avg: -44.55086317120119
Ep: 238, Reward: -52.21843003413022, Avg: -44.37813221730521
Ep: 239, Reward: -11.11111111111096, Avg: -44.42349938377964
Ep: 240, Reward: -49.4949494949499, Avg: -44.494720065169815
Ep: 241, Reward: -53.33333333333379, Avg: -44.20855881366561
Ep: 242, Reward: -30.23255813953496, Avg: -44.10321888983448
Ep: 243, Reward: -30.069930069930134, Avg: -44.309430001557395
Ep: 244, Reward: -45.33762057877891, Avg: -44.40469809923709
Ep: 245, Reward: -37.28222996515699, Avg: -44.025967603857595
Ep: 246, Reward: -36.45484949832786, Avg: -44.02248635906391
Ep: 247, Reward: -61.90476190476247, Avg: -44.18207451865208
Ep: 248, Reward: -37.694704049844525, Avg: -44.46494490409825
Ep: 249, Reward: -60.14492753623241, Avg: -44.64462547197759
Ep: 250, Reward: -34.30656934306576, Avg: -44.80468462946052
Ep: 251, Reward: -33.333333333333336, Avg: -44.79161273403568
Ep: 252, Reward: -10.071942446043114, Avg: -44.171077803095415
Ep: 253, Reward: -68.53146853146882, Avg: -44.1922133839325
Ep: 254, Reward: -64.74358974359023, Avg: -44.22697322503036
Ep: 255, Reward: -59.04436860068311, Avg: -44.17886269416972
Ep: 256, Reward: 19.047619047618, Avg: -43.249824412190264
Ep: 257, Reward: -13.738019169328838, Avg: -42.89016318376521
Ep: 258, Reward: -6.2500000000008455, Avg: -42.7192137064133
Ep: 259, Reward: -39.759036144578545, Avg: -42.45237453765774
Ep: 260, Reward: -0.73529411764728, Avg: -41.79306081216754
Ep: 261, Reward: -56.38629283489138, Avg: -42.06162172709364
Ep: 262, Reward: -11.11111111111161, Avg: -41.52734276728276
Ep: 263, Reward: -69.28327645051219, Avg: -41.66691092697688
Ep: 264, Reward: -72.76264591439703, Avg: -41.903011962392036
Ep: 265, Reward: -40.00000000000018, Avg: -41.90160351168781
Ep: 266, Reward: -37.08609271523185, Avg: -41.88890279500451
Ep: 267, Reward: -48.17073170731747, Avg: -41.96466951801828
Ep: 268, Reward: -57.894736842105885, Avg: -41.93887380343537
Ep: 269, Reward: -59.45945945945994, Avg: -41.73965396504029
Ep: 270, Reward: -57.44680851063872, Avg: -41.72682046284509
Ep: 271, Reward: -29.712460063897765, Avg: -41.59334008127766
Ep: 272, Reward: -40.766550522648274, Avg: -41.38414734895624
Ep: 273, Reward: -31.972789115646307, Avg: -41.40084493708239
Ep: 274, Reward: -65.87030716723595, Avg: -41.70371978789585
Ep: 275, Reward: -31.506849315068443, Avg: -41.37090095710287
Ep: 276, Reward: -39.62264150943437, Avg: -41.51876135912532
Ep: 277, Reward: -66.38655462184934, Avg: -41.724143150831175
Ep: 278, Reward: -24.18772563176878, Avg: -41.42056586169431
Ep: 279, Reward: -27.44479495268143, Avg: -40.94346101619007
Ep: 280, Reward: -25.92592592592601, Avg: -40.73252159995264
Ep: 281, Reward: -55.326460481100064, Avg: -40.81833058346186
Ep: 282, Reward: -30.921052631579098, Avg: -40.56641258313188
Ep: 283, Reward: -24.398625429553196, Avg: -40.58245766095682
Ep: 284, Reward: -50.000000000000284, Avg: -40.33886791736708
Ep: 285, Reward: -41.36807817589599, Avg: -40.60969155626889
Ep: 286, Reward: -50.000000000000405, Avg: -40.85437240733273
Ep: 287, Reward: -45.288753799392296, Avg: -40.988374496410245
Ep: 288, Reward: -43.06049822064087, Avg: -41.07870170083886
Ep: 289, Reward: -42.23826714801463, Avg: -40.957110430950934
Ep: 290, Reward: -42.96577946768089, Avg: -40.9423237811833
Ep: 291, Reward: -68.53146853146883, Avg: -41.003065087658385
Ep: 292, Reward: -21.985815602836716, Avg: -40.59580459961895
Ep: 293, Reward: -28.571428571428473, Avg: -40.367841073783076
Ep: 294, Reward: -31.81818181818188, Avg: -40.53061748655949
Ep: 295, Reward: -35.1535836177479, Avg: -40.27050283730007
Ep: 296, Reward: -26.73992673992668, Avg: -40.269609421772515
Ep: 297, Reward: -21.34831460674149, Avg: -39.881643292477605
Ep: 298, Reward: -66.76737160120884, Avg: -40.23897218090348
Ep: 299, Reward: -36.507936507936755, Avg: -39.791551545982855
Ep: 300, Reward: -34.9315068493151, Avg: -39.692814666424056
Ep: 301, Reward: -35.58282208588971, Avg: -39.73592811065065
Ep: 302, Reward: -68.7500000000003, Avg: -40.04454612307301
Ep: 303, Reward: -24.398625429553498, Avg: -39.70051739609514
Ep: 304, Reward: -55.17241379310393, Avg: -39.689951971736605
Ep: 305, Reward: -54.88721804511349, Avg: -39.93326859663218
Ep: 306, Reward: -69.69696969696996, Avg: -39.996904960268544
Ep: 307, Reward: 6.896551724138096, Avg: -39.136998676476644
Ep: 308, Reward: -33.56643356643382, Avg: -39.11323240715877
Ep: 309, Reward: -42.52873563218418, Avg: -39.138519763480616
Ep: 310, Reward: -30.81761006289321, Avg: -39.01525773701924
Ep: 311, Reward: -25.781249999999968, Avg: -39.0553831621893
Ep: 312, Reward: -56.043956043956435, Avg: -39.322536503547596
Ep: 313, Reward: -61.19402985074681, Avg: -39.20474707232533
Ep: 314, Reward: -64.16938110749238, Avg: -39.256888644594284
Ep: 315, Reward: -38.51132686084151, Avg: -39.61476455911709
Ep: 316, Reward: -23.694779116465956, Avg: -39.36289445890795
Ep: 317, Reward: -63.89891696750964, Avg: -39.36159585879887
Ep: 318, Reward: -30.232558139535026, Avg: -39.39874572134437
Ep: 319, Reward: -49.36708860759567, Avg: -40.31674895163396
Ep: 320, Reward: 1.6949152542368218, Avg: -39.691956661836684
Ep: 321, Reward: -60.26490066225219, Avg: -39.708398771907476
Ep: 322, Reward: -43.262411347517926, Avg: -39.39464607378845
Ep: 323, Reward: -45.45454545454566, Avg: -39.75828243742482
Ep: 324, Reward: -7.749077490774967, Avg: -39.43278813770571
Ep: 325, Reward: -21.146953405017936, Avg: -39.269257671755874
Ep: 326, Reward: -64.70588235294187, Avg: -39.4945477878023
Ep: 327, Reward: -40.99378881987626, Avg: -39.52948567600105
Ep: 328, Reward: -16.96750902527111, Avg: -38.947387716608375
Ep: 329, Reward: -42.176870748299514, Avg: -39.20248975742471
Ep: 330, Reward: -70.19867549668895, Avg: -39.638421466520036
Ep: 331, Reward: -28.82562277580073, Avg: -39.454730499558565
Ep: 332, Reward: -32.43243243243263, Avg: -39.629394959937315
Ep: 333, Reward: -41.86046511627957, Avg: -39.3389087020092
Ep: 334, Reward: -62.099125364432105, Avg: -39.55989995565352
Ep: 335, Reward: -42.07317073170752, Avg: -39.71888669652764
Ep: 336, Reward: -58.333333333333854, Avg: -40.02465348993703
Ep: 337, Reward: -65.15679442508758, Avg: -40.7107041928086
Ep: 338, Reward: -4.059040590406557, Avg: -40.22911029837136
Ep: 339, Reward: -21.428571428571246, Avg: -40.33228490154596
Ep: 340, Reward: -24.528301886792324, Avg: -40.08261842546438
Ep: 341, Reward: -61.83206106870282, Avg: -40.16760570281807
Ep: 342, Reward: -25.266903914590685, Avg: -40.11794916056863
Ep: 343, Reward: -65.77946768060893, Avg: -40.47504453667542
Ep: 344, Reward: -8.127208480565045, Avg: -40.10294041569328
Ep: 345, Reward: -61.67247386759631, Avg: -40.34684285471767
Ep: 346, Reward: -54.063604240283034, Avg: -40.52293040213722
Ep: 347, Reward: -31.03448275862069, Avg: -40.214227610675806
Ep: 348, Reward: -29.71246006389775, Avg: -40.134405170816336
Ep: 349, Reward: -37.8881987577641, Avg: -39.91183788303165
Ep: 350, Reward: -60.0000000000005, Avg: -40.16877218960101
Ep: 351, Reward: -65.03496503496552, Avg: -40.485788506617325
Ep: 352, Reward: -29.93630573248423, Avg: -40.684432139481736
Ep: 353, Reward: -31.14754098360651, Avg: -40.31059286400311
Ep: 354, Reward: -54.69255663430464, Avg: -40.210082532910256
Ep: 355, Reward: -18.91891891891934, Avg: -39.80882803609262
Ep: 356, Reward: -26.174496644295257, Avg: -40.26104919301176
Ep: 357, Reward: -19.298245614035817, Avg: -40.31665145745882
Ep: 358, Reward: -67.10526315789511, Avg: -40.92520408903776
Ep: 359, Reward: -39.682539682539954, Avg: -40.924439124417376
Ep: 360, Reward: -25.795053003533436, Avg: -41.17503671327624
Ep: 361, Reward: -35.593220338983194, Avg: -40.96710598831715
Ep: 362, Reward: -38.18181818181825, Avg: -41.23781305902422
Ep: 363, Reward: -28.082191780821898, Avg: -40.825802212327325
Ep: 364, Reward: -37.142857142857395, Avg: -40.469604324611936
Ep: 365, Reward: -29.368029739777267, Avg: -40.36328462200971
Ep: 366, Reward: -36.93693693693715, Avg: -40.36179306422675
Ep: 367, Reward: -34.93150684931522, Avg: -40.22940081564673
Ep: 368, Reward: -51.66163141994013, Avg: -40.16706976142507
Ep: 369, Reward: -74.60317460317457, Avg: -40.31850691286221
Ep: 370, Reward: -18.300653594771205, Avg: -39.927045363703535
Ep: 371, Reward: -56.20437956204452, Avg: -40.19196455868501
Ep: 372, Reward: -35.374149659863974, Avg: -40.13804055005716
Ep: 373, Reward: -60.655737704918586, Avg: -40.42487003594989
Ep: 374, Reward: -63.57615894039813, Avg: -40.401928553681515
Ep: 375, Reward: 16.731517509727034, Avg: -39.91954488543356
Ep: 376, Reward: -54.703832752613664, Avg: -40.07035679786535
Ep: 377, Reward: -60.85409252669088, Avg: -40.01503217691377
Ep: 378, Reward: -75.52447552447543, Avg: -40.52839967584083
Ep: 379, Reward: -66.32996632996674, Avg: -40.91725138961368
Ep: 380, Reward: -46.84385382059831, Avg: -41.1264306685604
Ep: 381, Reward: -29.32862190812716, Avg: -40.86645228283068
Ep: 382, Reward: -40.11976047904212, Avg: -40.95843936130531
Ep: 383, Reward: -29.53020134228195, Avg: -41.009755120432594
Ep: 384, Reward: -26.666666666666824, Avg: -40.77642178709927
Ep: 385, Reward: -17.29323308270681, Avg: -40.53567333616738
Ep: 386, Reward: -13.978494623656188, Avg: -40.17545828240393
Ep: 387, Reward: -55.41401273885391, Avg: -40.27671087179854
Ep: 388, Reward: -36.170212765957615, Avg: -40.207808017251715
Ep: 389, Reward: -43.26241134751791, Avg: -40.21804945924675
Ep: 390, Reward: -28.825622775800714, Avg: -40.07664789232795
Ep: 391, Reward: -36.02693602693648, Avg: -39.75160256728262
Ep: 392, Reward: -70.19867549668903, Avg: -40.23373116622115
Ep: 393, Reward: -24.46043165467609, Avg: -40.19262119705362
Ep: 394, Reward: -33.5260115606938, Avg: -40.20969949447875
Ep: 395, Reward: -72.97297297297305, Avg: -40.58789338803099
Ep: 396, Reward: -59.25925925925985, Avg: -40.913086713224324
Ep: 397, Reward: -17.721518987341614, Avg: -40.87681875703032
Ep: 398, Reward: -29.530201342281927, Avg: -40.50444705444106
Ep: 399, Reward: -0.7092198581565672, Avg: -40.14645988794326
Ep: 400, Reward: -33.55481727574766, Avg: -40.13269299220758
Ep: 401, Reward: 9.433962264150733, Avg: -39.68252514870717
Ep: 402, Reward: -32.075471698113176, Avg: -39.3157798656883
Ep: 403, Reward: 28.676470588234945, Avg: -38.785028905510416
Ep: 404, Reward: -64.17910447761251, Avg: -38.8750958123555
Ep: 405, Reward: -18.518518518519134, Avg: -38.51140881708955
Ep: 406, Reward: -23.664122137404462, Avg: -38.0510803414939
Ep: 407, Reward: -25.531914893616882, Avg: -38.37536500767145
Ep: 408, Reward: -33.121019108280414, Avg: -38.37091086308991
Ep: 409, Reward: -68.25396825396857, Avg: -38.62816318930776
Ep: 410, Reward: -61.16504854368986, Avg: -38.93163757411573
Ep: 411, Reward: -62.45733788395957, Avg: -39.298398452955325
Ep: 412, Reward: -50.0000000000004, Avg: -39.23795889251576
Ep: 413, Reward: -26.056338028169094, Avg: -38.88658197428998
Ep: 414, Reward: -41.717791411043216, Avg: -38.6620660773255
Ep: 415, Reward: -68.75000000000031, Avg: -38.964452808717084
Ep: 416, Reward: -18.300653594771084, Avg: -38.910511553500136
Ep: 417, Reward: -28.825622775800653, Avg: -38.55977861158305
Ep: 418, Reward: -73.2441471571907, Avg: -38.9898945017596
Ep: 419, Reward: -47.73519163763117, Avg: -38.973575532059954
Ep: 420, Reward: -33.99339933993401, Avg: -39.33045867800166
