LR: 0.0001, buffer: 10000, upd: 0.0004
Ep: 63, Reward: -70.69597069597091, Avg: -54.85307663708904
Ep: 64, Reward: -60.91205211726439, Avg: -54.946291644476354
Ep: 65, Reward: -69.28327645051222, Avg: -55.16351868699205
Ep: 66, Reward: -74.35897435897444, Avg: -55.45001802537985
Ep: 67, Reward: -41.17647058823543, Avg: -55.240112916010084
Ep: 68, Reward: -46.54088050314492, Avg: -55.11403708393957
Ep: 69, Reward: -70.19867549668899, Avg: -55.32953191840742
Ep: 70, Reward: -36.241610738255524, Avg: -55.06068795812359
Ep: 71, Reward: -82.07885304659455, Avg: -55.43594025101901
Ep: 72, Reward: -7.8014184397162385, Avg: -54.783412554973765
Ep: 73, Reward: -24.731182795698892, Avg: -54.37730134201059
Ep: 74, Reward: -70.47970479704819, Avg: -54.592000054744425
Ep: 75, Reward: -53.271028037383616, Avg: -54.574618843989676
Ep: 76, Reward: -43.21766561514242, Avg: -54.42712594491374
Ep: 77, Reward: -33.77483443708643, Avg: -54.162352976864675
Ep: 78, Reward: -23.566878980891616, Avg: -53.775068495902985
Ep: 79, Reward: -28.57142857142855, Avg: -53.46002299684706
Ep: 80, Reward: -34.64052287581754, Avg: -53.22768348918002
Ep: 81, Reward: -68.96551724137959, Avg: -53.41960829103612
Ep: 82, Reward: -11.971830985915275, Avg: -52.92023748013105
Ep: 83, Reward: -33.53474320241707, Avg: -52.68945778634874
Ep: 84, Reward: -78.64768683273996, Avg: -52.99484871630629
Ep: 85, Reward: -67.5324675324679, Avg: -53.16389079556398
Ep: 86, Reward: -25.806451612903242, Avg: -52.84943747162536
Ep: 87, Reward: -41.86046511627927, Avg: -52.72456278576915
Ep: 88, Reward: 8.695652173913393, Avg: -52.03444801094126
Ep: 89, Reward: -58.199356913183784, Avg: -52.10294699874396
Ep: 90, Reward: -48.90510948905143, Avg: -52.06780592720887
Ep: 91, Reward: -24.91467576791871, Avg: -51.77266320808616
Ep: 92, Reward: -58.06451612903292, Avg: -51.84031754056946
Ep: 93, Reward: -51.070336391437706, Avg: -51.83212625174891
Ep: 94, Reward: -20.138888888888662, Avg: -51.498513226876696
Ep: 95, Reward: -58.1881533101051, Avg: -51.56819697774364
Ep: 96, Reward: -24.91467576791794, Avg: -51.29341840857018
Ep: 97, Reward: -21.501706484641637, Avg: -50.98942134812193
Ep: 98, Reward: -50.98039215686312, Avg: -50.98933014416982
Ep: 99, Reward: -59.59595959596007, Avg: -51.07539643868772
Ep: 100, Reward: -46.428571428571765, Avg: -50.79536397115525
Ep: 101, Reward: -26.421404682274893, Avg: -50.283936992336976
Ep: 102, Reward: -55.83596214511092, Avg: -50.29832267242
Ep: 103, Reward: -63.099630996310474, Avg: -50.57817394421516
Ep: 104, Reward: -74.4408945686901, Avg: -50.48705657411259
Ep: 105, Reward: -68.53146853146882, Avg: -50.3851372168741
Ep: 106, Reward: -41.55844155844183, Avg: -50.525912472153166
Ep: 107, Reward: -32.885906040269006, Avg: -50.621194890220096
Ep: 108, Reward: -31.034482758620847, Avg: -50.55222937297871
Ep: 109, Reward: -72.89156626506033, Avg: -50.72182300173101
Ep: 110, Reward: -72.22222222222231, Avg: -51.25173753164554
Ep: 111, Reward: -21.76870748299309, Avg: -50.79200525163676
Ep: 112, Reward: -67.39130434782645, Avg: -50.89925162844835
Ep: 113, Reward: -25.324675324675418, Avg: -50.74483287646863
Ep: 114, Reward: -64.80938416422343, Avg: -50.7064063419353
Ep: 115, Reward: -32.65993265993281, Avg: -50.78300566853463
Ep: 116, Reward: -32.15339233038402, Avg: -50.48577126339273
Ep: 117, Reward: -48.90510948905141, Avg: -50.271118654579524
Ep: 118, Reward: -25.32467532467564, Avg: -49.870386169071956
Ep: 119, Reward: -16.376306620209196, Avg: -49.44652036929466
Ep: 120, Reward: -28.82562277580071, Avg: -48.90571676799286
Ep: 121, Reward: -158.9302491103208, Avg: -50.00248194566321
Ep: 122, Reward: 26.394052044609275, Avg: -49.06228243241136
Ep: 123, Reward: -14.81481481481469, Avg: -48.60778157393699
Ep: 124, Reward: -18.60465116279054, Avg: -48.457890585564876
Ep: 125, Reward: -61.13074204947068, Avg: -48.59879302163589
Ep: 126, Reward: -25.795053003533454, Avg: -48.04250206560313
Ep: 127, Reward: -35.25179856115145, Avg: -47.70323922929681
Ep: 128, Reward: -23.076923076922903, Avg: -47.35954037495967
Ep: 129, Reward: -54.86111111111164, Avg: -47.86378288538818
Ep: 130, Reward: -23.076923076923045, Avg: -47.513906954867096
Ep: 131, Reward: -48.38709677419418, Avg: -47.71206363689475
Ep: 132, Reward: -18.803418803418644, Avg: -47.283373086252965
Ep: 133, Reward: 7.526881720430415, Avg: -46.42162740072127
Ep: 134, Reward: -35.27508090614937, Avg: -46.28458229141541
Ep: 135, Reward: -26.5734265734266, Avg: -45.69566539435898
Ep: 136, Reward: 20.155038759689205, Avg: -44.89734081321369
Ep: 137, Reward: -36.24161073825531, Avg: -44.515347974909346
Ep: 138, Reward: -50.53003533568945, Avg: -44.65187756414664
Ep: 139, Reward: -7.335907335907434, Avg: -44.29002069066186
Ep: 140, Reward: -10.344827586206733, Avg: -43.708154281209225
Ep: 141, Reward: -80.76923076923043, Avg: -43.805701661365305
Ep: 142, Reward: -23.387096774193523, Avg: -43.72139081092541
Ep: 143, Reward: -16.666666666666497, Avg: -43.2027427922774
Ep: 144, Reward: -31.59609120521204, Avg: -43.65840958668245
Ep: 145, Reward: -6.666666666666911, Avg: -42.89063916725641
Ep: 146, Reward: 22.222222222222143, Avg: -42.16072463734189
Ep: 147, Reward: -13.494809688581498, Avg: -41.86710130565629
Ep: 148, Reward: -29.23076923076923, Avg: -41.432965228967014
Ep: 149, Reward: 16.935483870967804, Avg: -40.57829570494263
Ep: 150, Reward: -31.818181818181873, Avg: -40.18219180883873
Ep: 151, Reward: -70.39473684210552, Avg: -40.06850999792849
Ep: 152, Reward: -27.08333333333347, Avg: -39.95472794664644
Ep: 153, Reward: -35.48387096774207, Avg: -39.884279300002014
Ep: 154, Reward: -21.739130434783345, Avg: -39.43611876488496
Ep: 155, Reward: -32.69230769230773, Avg: -39.299319444331694
Ep: 156, Reward: -27.1523178807946, Avg: -39.06906326370902
Ep: 157, Reward: -40.740740740741046, Avg: -39.321541093651646
Ep: 158, Reward: -24.731182795698864, Avg: -39.08665227435944
Ep: 159, Reward: -55.3805774278222, Avg: -39.20337195592242
Ep: 160, Reward: -35.01805054151636, Avg: -38.92897908249799
Ep: 161, Reward: -19.35483870967733, Avg: -38.59232612731289
Ep: 162, Reward: -22.81879194630864, Avg: -38.185477550425595
Ep: 163, Reward: -35.185185185185325, Avg: -37.83036969531774
Ep: 164, Reward: -25.531914893617067, Avg: -37.47656832308127
Ep: 165, Reward: -28.32764505119459, Avg: -37.06701200908808
Ep: 166, Reward: -30.000000000000128, Avg: -36.62342226549834
Ep: 167, Reward: -19.580419580419438, Avg: -36.40746175542019
Ep: 168, Reward: -13.043478260870039, Avg: -36.07248773299744
Ep: 169, Reward: -7.563025210084936, Avg: -35.4461312301314
Ep: 170, Reward: -23.875432525951602, Avg: -35.322469448008356
Ep: 171, Reward: -83.81877022653669, Avg: -35.33986861980778
Ep: 172, Reward: -33.07086614173264, Avg: -35.592563096827945
Ep: 173, Reward: -16.66666666666654, Avg: -35.511917935537625
Ep: 174, Reward: -21.428571428571402, Avg: -35.02140660185285
Ep: 175, Reward: 1.5037593984964537, Avg: -34.47365872749405
Ep: 176, Reward: -24.85549132948, Avg: -34.290036984637425
Ep: 177, Reward: -34.16927899686572, Avg: -34.29398143023522
Ep: 178, Reward: -30.3797468354432, Avg: -34.36211010878074
Ep: 179, Reward: -57.79220779220829, Avg: -34.65431790098854
Ep: 180, Reward: -14.893617021276459, Avg: -34.45684884244312
Ep: 181, Reward: -62.145110410095214, Avg: -34.38864477413028
Ep: 182, Reward: 2.408351296168121e-13, Avg: -34.268926464271125
Ep: 183, Reward: -27.335640138408213, Avg: -34.20693543363103
Ep: 184, Reward: -16.666666666666565, Avg: -33.5871252319703
Ep: 185, Reward: -26.75159235668784, Avg: -33.1793164802125
Ep: 186, Reward: -11.439114391143594, Avg: -33.0356431079949
Ep: 187, Reward: -16.95501730103828, Avg: -32.7865886298425
Ep: 188, Reward: -19.642857142857224, Avg: -33.0699737230102
Ep: 189, Reward: -16.943521594684103, Avg: -32.65741536982521
Ep: 190, Reward: -16.666666666666522, Avg: -32.33503094160135
Ep: 191, Reward: -60.84337349397671, Avg: -32.69431791886194
Ep: 192, Reward: -31.271477663230343, Avg: -32.426387534203904
Ep: 193, Reward: -20.689655172413918, Avg: -32.12258072201367
Ep: 194, Reward: -18.51851851851907, Avg: -32.10637701830997
Ep: 195, Reward: 42.857142857144126, Avg: -31.095924056637482
Ep: 196, Reward: -39.849624060150994, Avg: -31.24527353955982
Ep: 197, Reward: -30.921052631578995, Avg: -31.339467001029192
Ep: 198, Reward: -10.071942446043348, Avg: -30.930382503920992
Ep: 199, Reward: -35.06493506493522, Avg: -30.685072258610745
Ep: 200, Reward: -4.593639575971544, Avg: -30.266722940084737
Ep: 201, Reward: -70.26022304832742, Avg: -30.705111123745265
Ep: 202, Reward: -8.127208480565765, Avg: -30.22802358709981
Ep: 203, Reward: -24.1379310344833, Avg: -29.838406587481543
Ep: 204, Reward: -23.076923076923013, Avg: -29.324766872563874
Ep: 205, Reward: -19.093851132685863, Avg: -28.830390698576043
Ep: 206, Reward: -28.571428571428523, Avg: -28.700520568705905
Ep: 207, Reward: -33.13069908814609, Avg: -28.702968499184678
Ep: 208, Reward: -27.44479495268138, Avg: -28.667071621125288
Ep: 209, Reward: -31.81818181818192, Avg: -28.256337776656505
Ep: 210, Reward: 20.754716981131303, Avg: -27.32656838462297
Ep: 211, Reward: -32.80632411067196, Avg: -27.436944550899756
Ep: 212, Reward: -15.750915750915622, Avg: -26.920540664930645
Ep: 213, Reward: -51.807228915663266, Avg: -27.185366200840527
Ep: 214, Reward: -28.33876221498372, Avg: -26.82065998134813
Ep: 215, Reward: -19.86062717770088, Avg: -26.692666926525813
Ep: 216, Reward: -27.58620689655174, Avg: -26.646995072187483
Ep: 217, Reward: -44.4444444444451, Avg: -26.602388421741423
Ep: 218, Reward: -7.2164948453608915, Avg: -26.42130661694827
Ep: 219, Reward: -35.064935064935156, Avg: -26.608192901395533
Ep: 220, Reward: -37.70491803278716, Avg: -26.696985853965398
Ep: 221, Reward: -70.5882352941179, Avg: -25.81356571580337
Ep: 222, Reward: -21.501706484641637, Avg: -26.292523301095876
Ep: 223, Reward: -48.805460750853854, Avg: -26.632429760456265
Ep: 224, Reward: -31.034482758620783, Avg: -26.75672807641457
Ep: 225, Reward: -18.300653594771138, Avg: -26.328427191867576
Ep: 226, Reward: -11.999999999999794, Avg: -26.19047666183224
Ep: 227, Reward: -28.315412186380485, Avg: -26.121112798084532
Ep: 228, Reward: -30.23255813953528, Avg: -26.192669148710657
Ep: 229, Reward: -59.59595959596025, Avg: -26.24001763355914
Ep: 230, Reward: -27.63157894736843, Avg: -26.285564192263593
Ep: 231, Reward: -48.096885813149456, Avg: -26.282662082653147
Ep: 232, Reward: -13.533834586465924, Avg: -26.229966240483623
Ep: 233, Reward: -33.333333333333336, Avg: -26.63856839102126
Ep: 234, Reward: -7.801418439716089, Avg: -26.36383176635693
Ep: 235, Reward: -23.34494773519157, Avg: -26.331546977974575
Ep: 236, Reward: -30.795847750865455, Avg: -26.84105584308012
Ep: 237, Reward: -49.15254237288163, Avg: -26.970165159426386
Ep: 238, Reward: -49.45848375451321, Avg: -26.959449643614622
Ep: 239, Reward: -12.878787878787609, Avg: -27.014878449043426
Ep: 240, Reward: -27.083333333333385, Avg: -27.182263506514687
Ep: 241, Reward: -78.05642633228818, Avg: -27.155135462145264
Ep: 242, Reward: -25.650557620817878, Avg: -27.177770070611505
Ep: 243, Reward: -33.534743202417296, Avg: -27.346450835969016
Ep: 244, Reward: -27.15231788079515, Avg: -27.302013102724846
Ep: 245, Reward: -27.083333333333325, Avg: -27.506179769391515
Ep: 246, Reward: -4.214559386973077, Avg: -27.77054758548347
Ep: 247, Reward: -17.56272401433758, Avg: -27.81122672874103
Ep: 248, Reward: -15.194346289752529, Avg: -27.67086249933086
Ep: 249, Reward: -22.29729729729775, Avg: -28.063190311013518
Ep: 250, Reward: -27.44479495268144, Avg: -28.019456442358514
Ep: 251, Reward: -76.58862876254167, Avg: -28.081395361562873
Ep: 252, Reward: -16.083916083915955, Avg: -27.9714011890687
Ep: 253, Reward: -21.70818505338056, Avg: -27.83364432992508
Ep: 254, Reward: 39.534883720929976, Avg: -27.220904188367946
Ep: 255, Reward: -15.30944625407143, Avg: -27.047075573985584
Ep: 256, Reward: -10.505836575875268, Avg: -26.880610760936392
Ep: 257, Reward: -9.420289855072223, Avg: -26.567406252079703
Ep: 258, Reward: -26.282051282051242, Avg: -26.58291493694323
Ep: 259, Reward: -33.544303797468544, Avg: -26.364552200639697
Ep: 260, Reward: -30.61224489795954, Avg: -26.320494144204122
Ep: 261, Reward: -61.13074204947068, Avg: -26.73825317760206
Ep: 262, Reward: -30.091185410334283, Avg: -26.810977112242316
Ep: 263, Reward: -38.1818181818187, Avg: -26.840943442208644
Ep: 264, Reward: -9.090909090908958, Avg: -26.676533384181567
Ep: 265, Reward: -19.580419580419555, Avg: -26.589061129473812
Ep: 266, Reward: -21.05263157894717, Avg: -26.499587445263284
Ep: 267, Reward: -47.95539033457305, Avg: -26.78333715280482
Ep: 268, Reward: -13.533834586466737, Avg: -26.788240716060788
Ep: 269, Reward: -24.092409240924574, Avg: -26.953534556369185
Ep: 270, Reward: -59.016393442623446, Avg: -27.304944165535904
Ep: 271, Reward: -34.36293436293448, Avg: -26.81038580689988
Ep: 272, Reward: -51.04895104895178, Avg: -26.99016665597208
Ep: 273, Reward: -22.509225092251125, Avg: -27.048592240227926
Ep: 274, Reward: -50.38167938931328, Avg: -27.33812331983534
Ep: 275, Reward: -33.333333333333975, Avg: -27.686494247153647
Ep: 276, Reward: -45.16129032258138, Avg: -27.889552237084658
Ep: 277, Reward: -42.76094276094313, Avg: -27.97546887472543
Ep: 278, Reward: -21.052631578947658, Avg: -27.882197722160473
Ep: 279, Reward: -12.751677852348976, Avg: -27.431792422761877
Ep: 280, Reward: -50.191570881226546, Avg: -27.78477196136138
Ep: 281, Reward: -1.098901098900906, Avg: -27.174309868249438
Ep: 282, Reward: -29.292929292929227, Avg: -27.467239161178735
Ep: 283, Reward: -21.768707482993126, Avg: -27.411569834624586
Ep: 284, Reward: -37.70491803278696, Avg: -27.621952348285784
Ep: 285, Reward: -18.918918918919122, Avg: -27.543625613908105
Ep: 286, Reward: -32.69230769230776, Avg: -27.756157546919738
Ep: 287, Reward: -24.836601307189525, Avg: -27.83497338698125
Ep: 288, Reward: -18.727915194346174, Avg: -27.825823967496145
Ep: 289, Reward: -36.36363636363649, Avg: -28.020025115185668
Ep: 290, Reward: -20.57761732851965, Avg: -28.059134621804198
Ep: 291, Reward: -84.84848484848426, Avg: -28.299185735349273
Ep: 292, Reward: -34.70790378006877, Avg: -28.333549996517654
Ep: 293, Reward: -17.763157894737134, Avg: -28.304285023740885
Ep: 294, Reward: -25.32467532467533, Avg: -28.37234659180245
Ep: 295, Reward: -10.000000000000338, Avg: -28.900918020373897
Ep: 296, Reward: -54.69255663430473, Avg: -29.049347346115436
Ep: 297, Reward: -23.387096774193466, Avg: -28.97400778754158
Ep: 298, Reward: -19.29824561403503, Avg: -29.0662708192215
Ep: 299, Reward: -4.255319148936021, Avg: -28.758174660061503
Ep: 300, Reward: -19.860627177700252, Avg: -28.910844536078788
Ep: 301, Reward: -57.59717314487686, Avg: -28.78421403704428
Ep: 302, Reward: -26.751592356687762, Avg: -28.970457875805504
Ep: 303, Reward: -23.611111111111136, Avg: -28.965189676571786
Ep: 304, Reward: -28.104575163398867, Avg: -29.015466197436545
Ep: 305, Reward: -24.012158054711247, Avg: -29.0646492666568
Ep: 306, Reward: -35.36121673003847, Avg: -29.132547148242892
Ep: 307, Reward: -5.923344947734945, Avg: -28.86047360683878
Ep: 308, Reward: -22.807017543859793, Avg: -28.814095832750567
Ep: 309, Reward: -43.143812709030385, Avg: -28.927352141659053
Ep: 310, Reward: -37.50000000000063, Avg: -29.50989931147037
Ep: 311, Reward: -67.74193548387137, Avg: -29.859255425202363
Ep: 312, Reward: -30.232558139534916, Avg: -30.00407184908856
Ep: 313, Reward: -26.517571884984005, Avg: -29.751175278781766
Ep: 314, Reward: -34.108527131783006, Avg: -29.80887292794976
Ep: 315, Reward: -19.860627177700312, Avg: -29.808872927949757
Ep: 316, Reward: -52.20588235294158, Avg: -30.055069682513654
Ep: 317, Reward: -31.888544891640873, Avg: -29.929510686985605
Ep: 318, Reward: -11.11111111111151, Avg: -29.96845684964311
Ep: 319, Reward: 30.43478260869484, Avg: -29.31345967290681
Ep: 320, Reward: -14.498141263940218, Avg: -29.081391905218343
Ep: 321, Reward: -74.11003236245953, Avg: -29.116609875901762
Ep: 322, Reward: -7.216494845361096, Avg: -28.973757759508956
Ep: 323, Reward: -27.710843373493915, Avg: -28.762811585735356
Ep: 324, Reward: -11.111111111111645, Avg: -28.563577869260268
Ep: 325, Reward: -20.792079207920903, Avg: -28.588492125391767
Ep: 326, Reward: -31.464174454828708, Avg: -28.783133869940055
Ep: 327, Reward: -13.934426229508006, Avg: -28.63932401037133
Ep: 328, Reward: -32.075471698113354, Avg: -28.65775314595711
Ep: 329, Reward: -20.15209125475279, Avg: -28.263314462545033
Ep: 330, Reward: -22.033898305084712, Avg: -28.207337656122196
Ep: 331, Reward: -51.45631067961228, Avg: -28.24093190478682
Ep: 332, Reward: 2.9411764705884003, Avg: -28.076181794216282
Ep: 333, Reward: -47.18309859154967, Avg: -28.21467944679845
Ep: 334, Reward: -4.059040590406738, Avg: -28.177255668305357
Ep: 335, Reward: -21.87499999999991, Avg: -28.162556190953442
Ep: 336, Reward: -21.428571428571303, Avg: -28.068883427730498
Ep: 337, Reward: -19.093851132686126, Avg: -27.768296515328544
Ep: 338, Reward: -31.899641577061278, Avg: -27.592708093554023
Ep: 339, Reward: -26.573426573426783, Avg: -27.72965448050041
Ep: 340, Reward: -23.07692307692299, Avg: -27.689590377936305
Ep: 341, Reward: -69.79865771812106, Avg: -27.607012691794633
Ep: 342, Reward: -29.48717948717954, Avg: -27.645378910458252
Ep: 343, Reward: -13.49480968858186, Avg: -27.444979575319895
Ep: 344, Reward: -12.751677852348847, Avg: -27.300973175035434
Ep: 345, Reward: -2.097902097902058, Avg: -27.051118862681122
Ep: 346, Reward: -5.511811023621799, Avg: -27.064091379047603
Ep: 347, Reward: -17.808219178082137, Avg: -27.06654633068505
Ep: 348, Reward: -20.000000000000043, Avg: -27.114602867787536
Ep: 349, Reward: -38.77551020408182, Avg: -27.279384996855374
Ep: 350, Reward: -6.976744186046583, Avg: -27.074704489189024
Ep: 351, Reward: -22.79411764705935, Avg: -26.536759378034205
Ep: 352, Reward: -7.407407407407226, Avg: -26.44999429126912
Ep: 353, Reward: -6.574394463667913, Avg: -26.29865638537199
Ep: 354, Reward: -18.439716312056703, Avg: -26.878402385701857
Ep: 355, Reward: -15.129151291512784, Avg: -26.876599436076265
Ep: 356, Reward: -28.08219178082197, Avg: -27.052362988125733
Ep: 357, Reward: -26.91029900332215, Avg: -27.227263079608232
Ep: 358, Reward: -26.829268292683174, Avg: -27.23273524971455
Ep: 359, Reward: -29.577464788732403, Avg: -27.193066859627187
Ep: 360, Reward: -19.014084507042185, Avg: -27.077085255718018
Ep: 361, Reward: -78.33935018050518, Avg: -27.24917133702836
Ep: 362, Reward: -16.058394160583784, Avg: -27.108843424530857
Ep: 363, Reward: -35.67251461988316, Avg: -27.083750388911504
Ep: 364, Reward: -12.89198606271761, Avg: -27.12176115862959
Ep: 365, Reward: -12.891986062718207, Avg: -27.054876823452574
Ep: 366, Reward: -16.666666666666533, Avg: -27.01101717432977
Ep: 367, Reward: -20.168067226890958, Avg: -26.733143943252948
Ep: 368, Reward: -60.91205211726456, Avg: -27.206926118560922
Ep: 369, Reward: -13.385826771653493, Avg: -27.099860293868215
Ep: 370, Reward: -0.7352941176469316, Avg: -26.51704930061845
Ep: 371, Reward: -75.69444444444439, Avg: -26.93036440143355
Ep: 372, Reward: -27.536231884057905, Avg: -26.695237209784615
Ep: 373, Reward: -21.311475409836593, Avg: -26.683259712960467
Ep: 374, Reward: -37.694704049844624, Avg: -26.556389959565777
Ep: 375, Reward: -2.777777777778581, Avg: -26.25083440401022
Ep: 376, Reward: -23.611111111110958, Avg: -26.03533261189552
Ep: 377, Reward: -41.896024464832294, Avg: -26.026683428934412
Ep: 378, Reward: -15.789473684210213, Avg: -25.974051849987042
Ep: 379, Reward: -35.8974358974361, Avg: -26.20550943043791
Ep: 380, Reward: -19.41391941391934, Avg: -25.89773291576484
Ep: 381, Reward: -79.522184300341, Avg: -26.681965747779238
Ep: 382, Reward: -26.829268292682816, Avg: -26.65732913777677
Ep: 383, Reward: -22.07792207792207, Avg: -26.660421283726063
Ep: 384, Reward: 60.447761194029404, Avg: -25.678894491457903
Ep: 385, Reward: 39.78494623655848, Avg: -25.091855839903122
Ep: 386, Reward: 1.639344262295273, Avg: -24.7485393203571
Ep: 387, Reward: -22.330097087378455, Avg: -24.72347427815898
Ep: 388, Reward: -8.000000000000128, Avg: -24.61619512621552
Ep: 389, Reward: -34.306569343065846, Avg: -24.595624456009816
Ep: 390, Reward: -23.63636363636389, Avg: -24.626211919088256
Ep: 391, Reward: -63.69636963696424, Avg: -24.414690766973063
Ep: 392, Reward: -32.515337423313, Avg: -24.392765103405505
Ep: 393, Reward: -27.272727272727195, Avg: -24.48786079718541
Ep: 394, Reward: -8.771929824561274, Avg: -24.322333342184262
Ep: 395, Reward: -14.75409836065555, Avg: -24.36987432579081
Ep: 396, Reward: -19.84732824427523, Avg: -24.021422041890514
Ep: 397, Reward: -11.03202846975065, Avg: -23.897871358846086
Ep: 398, Reward: -22.033898305084683, Avg: -23.92522788575658
Ep: 399, Reward: -29.936305732484584, Avg: -24.182037751592066
Ep: 400, Reward: -23.076923076922995, Avg: -24.214200710584297
Ep: 401, Reward: -39.59731543624214, Avg: -24.034202133497953
Ep: 402, Reward: -29.76588628762553, Avg: -24.064345072807328
Ep: 403, Reward: -44.44444444444467, Avg: -24.27267840614067
Ep: 404, Reward: -28.57142857142868, Avg: -24.27734694022097
Ep: 405, Reward: 2.836879432623922, Avg: -24.008856565347614
Ep: 406, Reward: -31.3725490196078, Avg: -23.968969888243308
Ep: 407, Reward: -43.45238095238114, Avg: -24.344260248289775
Ep: 408, Reward: -29.530201342281835, Avg: -24.41149208627399
Ep: 409, Reward: -46.127946127946494, Avg: -24.441333420463152
Ep: 410, Reward: -29.961089494163346, Avg: -24.365944315404775
Ep: 411, Reward: -29.577464788733085, Avg: -23.984299608453394
Ep: 412, Reward: -9.090909090908827, Avg: -23.77288311796713
Ep: 413, Reward: -21.82410423452762, Avg: -23.725948441462563
Ep: 414, Reward: -4.382470119521734, Avg: -23.428687871339953
Ep: 415, Reward: -70.58823529411782, Avg: -23.93596395250413
Ep: 416, Reward: -30.15873015873027, Avg: -23.715492430562016
Ep: 417, Reward: -18.238993710691705, Avg: -23.578996918752523
Ep: 418, Reward: -3.8461538461540234, Avg: -23.50634734610295
Ep: 419, Reward: -20.529801324503204, Avg: -24.015993185434926
Ep: 420, Reward: -24.764890282131663, Avg: -24.118660675616844
