LR: 0.0001, buffer: 10000, upd: 0.0004
Ep: 419, Reward: -27.272727272727725, Avg: -21.4759290204424
Ep: 420, Reward: -25.266903914590742, Avg: -21.54492459020055
Ep: 421, Reward: -29.260450160771676, Avg: -21.57826983254901
Ep: 422, Reward: 10.367892976587585, Avg: -21.03564700839369
Ep: 423, Reward: -31.24999999999995, Avg: -20.969615934947356
Ep: 424, Reward: 12.500000000000027, Avg: -20.55890164923306
Ep: 425, Reward: -18.215613382899527, Avg: -20.47195479302884
Ep: 426, Reward: 0.977198697068603, Avg: -20.161483505358852
Ep: 427, Reward: -31.8181818181819, Avg: -20.17410976798512
Ep: 428, Reward: -37.29372937293738, Avg: -20.222722737390168
Ep: 429, Reward: -30.92105263157893, Avg: -20.253954924355774
Ep: 430, Reward: -25.795053003533955, Avg: -20.378047186674575
Ep: 431, Reward: -16.943521594684245, Avg: -20.415537958176976
Ep: 432, Reward: -23.076923076923077, Avg: -20.292461035100054
Ep: 433, Reward: 35.338345864661385, Avg: -20.203018096899523
Ep: 434, Reward: -36.61971830985982, Avg: -20.44707787541797
Ep: 435, Reward: -21.428571428572013, Avg: -20.515456116394077
Ep: 436, Reward: -30.817610062893223, Avg: -20.510917440390703
Ep: 437, Reward: -30.555555555555546, Avg: -20.5597162391895
Ep: 438, Reward: 25.42372881355839, Avg: -20.032122549669833
Ep: 439, Reward: -13.725490196078427, Avg: -20.022090629925184
Ep: 440, Reward: -33.55481727574787, Avg: -20.050708109613353
Ep: 441, Reward: -33.110367892976576, Avg: -20.107363839016305
Ep: 442, Reward: -22.535211267606208, Avg: -20.082715951692368
Ep: 443, Reward: 22.60536398467398, Avg: -19.54202056729734
Ep: 444, Reward: -37.500000000000085, Avg: -20.413370932260836
Ep: 445, Reward: -24.09240924092393, Avg: -20.87200720179185
Ep: 446, Reward: -34.48275862068979, Avg: -21.007212794871588
Ep: 447, Reward: -37.304075235109785, Avg: -21.080890489897843
Ep: 448, Reward: 11.11111111111044, Avg: -20.733415742423098
Ep: 449, Reward: -10.714285714286111, Avg: -20.532382498937032
Ep: 450, Reward: -28.05755395683468, Avg: -20.55620128174862
Ep: 451, Reward: -16.666666666667044, Avg: -20.464917418379947
Ep: 452, Reward: -21.428571428571818, Avg: -20.403840813825084
Ep: 453, Reward: -23.076923076923, Avg: -20.3055365621662
Ep: 454, Reward: -21.146953405017754, Avg: -20.198009680445765
Ep: 455, Reward: -36.17021276595748, Avg: -20.444327192720717
Ep: 456, Reward: -21.501706484641474, Avg: -20.38348218860162
Ep: 457, Reward: -29.292929292929227, Avg: -20.442834839195143
Ep: 458, Reward: -32.20338983050861, Avg: -20.405112639939247
Ep: 459, Reward: 2.7397260273972193, Avg: -20.554185967900562
Ep: 460, Reward: -10.780669144981307, Avg: -20.45564345300117
Ep: 461, Reward: -29.765886287625907, Avg: -20.531080093655202
Ep: 462, Reward: -40.983606557377584, Avg: -20.572145395109377
Ep: 463, Reward: -35.69131832797438, Avg: -20.50413845059359
Ep: 464, Reward: -59.86622073578648, Avg: -20.885718807417653
Ep: 465, Reward: -37.68545994065295, Avg: -21.00201002654249
Ep: 466, Reward: -8.396946564886127, Avg: -20.790677478768526
Ep: 467, Reward: -27.27272727272723, Avg: -20.796005484096522
Ep: 468, Reward: 27.659574468084966, Avg: -20.071357791363724
Ep: 469, Reward: -32.659932659932906, Avg: -20.10502782503376
Ep: 470, Reward: -27.586206896551744, Avg: -20.16155903898068
Ep: 471, Reward: -33.33333333333345, Avg: -20.15944933433933
Ep: 472, Reward: -33.554817275748086, Avg: -20.259117108425716
Ep: 473, Reward: -40.43887147335453, Avg: -20.35079104652696
Ep: 474, Reward: -25.170068027210828, Avg: -20.50526950457684
Ep: 475, Reward: -34.78260869565221, Avg: -20.52402210910525
Ep: 476, Reward: -34.78260869565294, Avg: -20.562637669745992
Ep: 477, Reward: -34.482758620689964, Avg: -20.59598984611682
Ep: 478, Reward: -34.85342019543982, Avg: -20.668208258597534
Ep: 479, Reward: -29.577464788732357, Avg: -21.149880342382293
Ep: 480, Reward: -29.230769230769194, Avg: -21.016900678368145
Ep: 481, Reward: -29.078014184397897, Avg: -21.082328707536064
Ep: 482, Reward: -18.518518518519034, Avg: -21.21091011913635
Ep: 483, Reward: 13.333333333333497, Avg: -20.7485033033749
Ep: 484, Reward: -3.614457831326172, Avg: -20.59898012924516
Ep: 485, Reward: -35.810810810811255, Avg: -20.70872222428138
Ep: 486, Reward: -40.82840236686409, Avg: -20.955715925369372
Ep: 487, Reward: 18.466898954702714, Avg: -20.604380269155687
Ep: 488, Reward: -14.675767918088631, Avg: -20.47482215886288
Ep: 489, Reward: -23.371647509578676, Avg: -20.509932362181665
Ep: 490, Reward: -38.2352941176472, Avg: -20.62561863669147
Ep: 491, Reward: -31.27147766323019, Avg: -20.60925993089566
Ep: 492, Reward: -29.054054054054628, Avg: -20.736302372576883
Ep: 493, Reward: -26.199261992620595, Avg: -20.591286906249717
Ep: 494, Reward: -29.999999999999915, Avg: -20.967236273338326
Ep: 495, Reward: -35.15358361774792, Avg: -21.121691817545003
Ep: 496, Reward: -22.779922779922988, Avg: -21.193372901884313
Ep: 497, Reward: 31.205673758864343, Avg: -20.54169352278624
Ep: 498, Reward: -31.596091205211835, Avg: -20.6008976780816
Ep: 499, Reward: -20.152091254753152, Avg: -20.475495513706058
Ep: 500, Reward: -27.392739273927397, Avg: -20.60468606434006
Ep: 501, Reward: -43.33333333333376, Avg: -20.985387818726032
Ep: 502, Reward: -27.39273927392736, Avg: -21.074130026280116
Ep: 503, Reward: -25.266903914590777, Avg: -20.993465732092687
Ep: 504, Reward: -2.834008097165863, Avg: -21.329822690701466
Ep: 505, Reward: -24.398625429553217, Avg: -21.55206981456222
Ep: 506, Reward: -34.42622950819684, Avg: -21.87289460964418
Ep: 507, Reward: -27.586206896551747, Avg: -21.907377368264864
Ep: 508, Reward: -40.39735099337817, Avg: -22.09902211107536
Ep: 509, Reward: -25.795053003533546, Avg: -22.203126487264548
Ep: 510, Reward: -22.033898305084698, Avg: -22.135209242557384
Ep: 511, Reward: -15.129151291512928, Avg: -21.959015375355555
Ep: 512, Reward: -23.913043478261354, Avg: -21.95286279127025
Ep: 513, Reward: -24.242424242424203, Avg: -22.119379442935404
Ep: 514, Reward: -29.82456140350901, Avg: -22.109448956341566
Ep: 515, Reward: -34.16927899686528, Avg: -22.163006153089878
Ep: 516, Reward: -48.71794871794911, Avg: -22.82468228456467
Ep: 517, Reward: -25.795053003534044, Avg: -22.76756432144932
Ep: 518, Reward: -22.222222222222104, Avg: -22.77476947882512
Ep: 519, Reward: -4.109589041095765, Avg: -22.5431380965088
Ep: 520, Reward: -15.441176470588744, Avg: -22.444880822068782
Ep: 521, Reward: -37.30407523510984, Avg: -22.525317072812165
Ep: 522, Reward: -34.85342019543985, Avg: -22.977530204532435
Ep: 523, Reward: 6.463878326996307, Avg: -22.600391421262476
Ep: 524, Reward: -27.007299270073442, Avg: -22.995464413963212
Ep: 525, Reward: -14.498141263940312, Avg: -22.95828969277362
Ep: 526, Reward: -31.654676258993476, Avg: -23.28460844233424
Ep: 527, Reward: 33.828996282527484, Avg: -22.628136661327144
Ep: 528, Reward: -14.814814814815168, Avg: -22.40334751574592
Ep: 529, Reward: -27.536231884058004, Avg: -22.36949930827071
Ep: 530, Reward: 11.821086261979925, Avg: -21.993337915615577
Ep: 531, Reward: -41.368078175895995, Avg: -22.237583481427688
Ep: 532, Reward: -25.566343042071193, Avg: -22.262477681079172
Ep: 533, Reward: -21.428571428571342, Avg: -22.830146854011506
Ep: 534, Reward: -31.74061433447108, Avg: -22.781355814257612
Ep: 535, Reward: 41.732283464565676, Avg: -22.149747265326237
Ep: 536, Reward: -39.597315436241736, Avg: -22.237544319059726
Ep: 537, Reward: -9.420289855072724, Avg: -22.026191662054888
Ep: 538, Reward: 11.111111111110182, Avg: -22.169317839079376
Ep: 539, Reward: -34.64052287581728, Avg: -22.37846816587676
Ep: 540, Reward: -30.069930069930443, Avg: -22.343619293818584
Ep: 541, Reward: -26.174496644295353, Avg: -22.27426058133177
Ep: 542, Reward: -7.142857142856943, Avg: -22.120337040084284
Ep: 543, Reward: -9.340659340659203, Avg: -22.439797273337614
Ep: 544, Reward: -28.338762214983788, Avg: -22.348184895487456
Ep: 545, Reward: -33.33333333333352, Avg: -22.440594136411555
Ep: 546, Reward: -30.313588850174206, Avg: -22.398902438706397
Ep: 547, Reward: 8.843537414966265, Avg: -21.937426312205634
Ep: 548, Reward: -44.625407166124106, Avg: -22.49479149497798
Ep: 549, Reward: -30.23255813953498, Avg: -22.689974219230468
Ep: 550, Reward: -34.5794392523365, Avg: -22.755193072185488
Ep: 551, Reward: 4.918032786885334, Avg: -22.539346077649967
Ep: 552, Reward: -34.21052631578993, Avg: -22.66716562652214
Ep: 553, Reward: -16.363636363636463, Avg: -22.600032759389283
Ep: 554, Reward: -25.09363295880212, Avg: -22.639499554927124
Ep: 555, Reward: -31.81818181818185, Avg: -22.595979245449367
Ep: 556, Reward: -11.564625850340057, Avg: -22.496608439106353
Ep: 557, Reward: -21.428571428571498, Avg: -22.417964860462774
Ep: 558, Reward: -31.740614334471406, Avg: -22.413337105502407
Ep: 559, Reward: -36.45484949832786, Avg: -22.805282860759654
Ep: 560, Reward: -13.978494623655843, Avg: -22.837261115546397
Ep: 561, Reward: -21.708185053380937, Avg: -22.75668410320395
Ep: 562, Reward: -26.282051282051277, Avg: -22.60966855045068
Ep: 563, Reward: -29.530201342282485, Avg: -22.548057380593765
Ep: 564, Reward: -12.89198606271758, Avg: -22.078315033863074
Ep: 565, Reward: 40.0778210116726, Avg: -21.300682224339816
Ep: 566, Reward: -31.27147766323027, Avg: -21.529427535323258
Ep: 567, Reward: -44.09937888198776, Avg: -21.697694051415866
Ep: 568, Reward: -33.75394321766564, Avg: -22.311829228273368
Ep: 569, Reward: -32.03883495145646, Avg: -22.3056182511886
Ep: 570, Reward: -20.415224913494693, Avg: -22.233908431358035
Ep: 571, Reward: 11.486486486485386, Avg: -21.785710233159847
Ep: 572, Reward: -21.708185053381367, Avg: -21.667243910936183
Ep: 573, Reward: -32.907348242811906, Avg: -21.591928678630758
Ep: 574, Reward: -37.10691823899389, Avg: -21.711297180748588
Ep: 575, Reward: -29.054054054054088, Avg: -21.654011634332605
Ep: 576, Reward: -15.492957746478766, Avg: -21.461115124840862
Ep: 577, Reward: -23.076923076922938, Avg: -21.34705676940319
Ep: 578, Reward: -27.63157894736841, Avg: -21.274838356922476
Ep: 579, Reward: -32.432432432432556, Avg: -21.303388033359482
Ep: 580, Reward: -30.00000000000015, Avg: -21.311080341051788
Ep: 581, Reward: -47.019867549669215, Avg: -21.4904988747045
Ep: 582, Reward: -25.925925925925924, Avg: -21.564572948778572
Ep: 583, Reward: -36.50793650793694, Avg: -22.062985647191272
Ep: 584, Reward: -31.654676258993, Avg: -22.343387831467943
Ep: 585, Reward: -56.77233429394854, Avg: -22.553003066299315
Ep: 586, Reward: -9.395973154362332, Avg: -22.238678774174296
Ep: 587, Reward: -35.01805054151689, Avg: -22.773528269136495
Ep: 588, Reward: -43.78698224852097, Avg: -23.064640412440816
Ep: 589, Reward: -30.31358885017422, Avg: -23.134059825846776
Ep: 590, Reward: -19.540229885057286, Avg: -22.947109183520876
Ep: 591, Reward: -18.83116883116892, Avg: -22.82270609520026
Ep: 592, Reward: -22.80701754385945, Avg: -22.760235730098305
Ep: 593, Reward: -38.51132686084161, Avg: -22.88335637878052
Ep: 594, Reward: -15.824915824915653, Avg: -22.741605537029674
Ep: 595, Reward: -33.53474320241723, Avg: -22.72541713287637
Ep: 596, Reward: -22.80701754385949, Avg: -22.725688080515738
Ep: 597, Reward: -32.86219081272089, Avg: -23.36636672623159
Ep: 598, Reward: -35.275080906149206, Avg: -23.403156623240967
Ep: 599, Reward: -24.137931034482616, Avg: -23.443015021038253
Ep: 600, Reward: -16.363636363636132, Avg: -23.33272399193535
Ep: 601, Reward: -6.137184115524038, Avg: -22.960762499757248
Ep: 602, Reward: -22.53521126760553, Avg: -22.912187219694033
Ep: 603, Reward: -30.693069306930752, Avg: -22.966448873617427
Ep: 604, Reward: -40.298507462687205, Avg: -23.341093867272644
Ep: 605, Reward: -19.708029197081014, Avg: -23.294187904947922
Ep: 606, Reward: -26.829268292682904, Avg: -23.218218292792784
Ep: 607, Reward: -49.32432432432466, Avg: -23.43559946707051
Ep: 608, Reward: -16.666666666666533, Avg: -23.198292623803397
Ep: 609, Reward: -38.144329896907465, Avg: -23.321785392737134
Ep: 610, Reward: -17.29323308270727, Avg: -23.274378740513352
Ep: 611, Reward: -6.716417910447527, Avg: -23.1902514067027
Ep: 612, Reward: -28.082191780822292, Avg: -23.231942889728305
Ep: 613, Reward: -16.058394160583905, Avg: -23.150102588909903
Ep: 614, Reward: -20.863309352517934, Avg: -23.06049006839999
Ep: 615, Reward: -10.543130990415152, Avg: -22.824228588335494
Ep: 616, Reward: -24.00000000000058, Avg: -22.577049101156007
Ep: 617, Reward: -19.540229885057496, Avg: -22.514500869971247
Ep: 618, Reward: -33.99339933993402, Avg: -22.63221264114837
Ep: 619, Reward: -32.47588424437308, Avg: -22.91587559318114
Ep: 620, Reward: -13.725490196079202, Avg: -22.898718730436045
Ep: 621, Reward: -27.27272727272724, Avg: -22.798405250812216
Ep: 622, Reward: -42.748091603053666, Avg: -22.87735196488835
Ep: 623, Reward: -2.7777777777776165, Avg: -22.969768525936097
Ep: 624, Reward: -24.52830188679279, Avg: -22.944978552103283
Ep: 625, Reward: -50.31055900621151, Avg: -23.303102729526
Ep: 626, Reward: -25.373134328358216, Avg: -23.240287310219646
Ep: 627, Reward: -25.170068027211574, Avg: -23.830277953317033
Ep: 628, Reward: -6.57439446366835, Avg: -23.74787374980557
Ep: 629, Reward: -29.078014184397258, Avg: -23.763291572808964
Ep: 630, Reward: -29.712460063897772, Avg: -24.178627036067738
Ep: 631, Reward: 8.5526315789476, Avg: -23.679419938519302
Ep: 632, Reward: -41.580756013746, Avg: -23.839564068236054
Ep: 633, Reward: -63.455149501661715, Avg: -24.25982984896696
Ep: 634, Reward: -58.33333333333386, Avg: -24.52575703895559
Ep: 635, Reward: -31.147540983606667, Avg: -25.254555283437313
Ep: 636, Reward: -27.27272727272729, Avg: -25.13130940180217
Ep: 637, Reward: -18.819188191881704, Avg: -25.225298385170255
Ep: 638, Reward: -19.732441471571768, Avg: -25.53373391099707
Ep: 639, Reward: -22.07792207792276, Avg: -25.408107903018127
Ep: 640, Reward: -53.177257525084066, Avg: -25.63918117756966
Ep: 641, Reward: -20.886075949367644, Avg: -25.58629697062039
Ep: 642, Reward: -45.01718213058456, Avg: -25.96504022049766
Ep: 643, Reward: -42.1221864951771, Avg: -26.29285549204284
Ep: 644, Reward: -42.93478260869636, Avg: -26.438815695979976
Ep: 645, Reward: -25.266903914591143, Avg: -26.358151401792544
Ep: 646, Reward: -25.650557620817786, Avg: -26.31152108949899
Ep: 647, Reward: -52.702702702703085, Avg: -26.926983490675674
Ep: 648, Reward: -30.313588850174323, Avg: -26.783865307516177
Ep: 649, Reward: -22.829581993569594, Avg: -26.70983554605652
Ep: 650, Reward: -24.242424242424587, Avg: -26.606465395957404
Ep: 651, Reward: -21.501706484641502, Avg: -26.87066278867267
Ep: 652, Reward: -27.007299270073002, Avg: -26.79863051821551
Ep: 653, Reward: -26.470588235294496, Avg: -26.89970003693208
Ep: 654, Reward: -25.423728813559325, Avg: -26.903000995479655
Ep: 655, Reward: -20.138888888888726, Avg: -26.786208066186724
Ep: 656, Reward: -27.007299270072984, Avg: -26.940634800384053
Ep: 657, Reward: -42.95302013422859, Avg: -27.15587928744062
Ep: 658, Reward: -42.06549118387957, Avg: -27.259128055934706
Ep: 659, Reward: -19.117647058823426, Avg: -27.085756031539663
Ep: 660, Reward: -38.08049535603732, Avg: -27.32677603886348
Ep: 661, Reward: -51.41700404858336, Avg: -27.6238642288155
Ep: 662, Reward: -26.739926739926684, Avg: -27.62844298339425
Ep: 663, Reward: -21.348314606741457, Avg: -27.546624116038846
Ep: 664, Reward: -29.712460063897794, Avg: -27.714828856050644
Ep: 665, Reward: 10.23622047244072, Avg: -28.013244861442963
Ep: 666, Reward: -19.860627177700895, Avg: -27.899136356587665
Ep: 667, Reward: -28.825622775801246, Avg: -27.746398795525803
Ep: 668, Reward: -18.91891891891881, Avg: -27.59804855253833
Ep: 669, Reward: 10.671936758893438, Avg: -27.17094083543483
Ep: 670, Reward: -31.972789115646293, Avg: -27.286516477456352
Ep: 671, Reward: -38.98305084745787, Avg: -27.791211850795786
Ep: 672, Reward: -33.79790940766558, Avg: -27.91210909433863
Ep: 673, Reward: -1.185770750988812, Avg: -27.594893319420397
Ep: 674, Reward: -22.80701754385955, Avg: -27.451894312469058
Ep: 675, Reward: -45.20547945205509, Avg: -27.613408566449067
Ep: 676, Reward: -17.85714285714285, Avg: -27.637050417555706
Ep: 677, Reward: -43.57366771159899, Avg: -27.84201786390246
Ep: 678, Reward: -20.63492063492083, Avg: -27.772051280777987
Ep: 679, Reward: -22.297297297297078, Avg: -27.670699929426636
Ep: 680, Reward: -41.89602446483225, Avg: -27.789660174074957
Ep: 681, Reward: -16.030534351145466, Avg: -27.47976684208972
Ep: 682, Reward: -41.35802469135824, Avg: -27.634087829744047
Ep: 683, Reward: -24.012158054711342, Avg: -27.509130045211794
Ep: 684, Reward: -34.98452012383906, Avg: -27.542428483860252
Ep: 685, Reward: -32.307692307692356, Avg: -27.297782063997687
Ep: 686, Reward: -28.057553956834806, Avg: -27.484397872022413
Ep: 687, Reward: 11.51079136690595, Avg: -27.01910945293819
Ep: 688, Reward: -29.032258064516405, Avg: -26.87156221109814
Ep: 689, Reward: -2.8213166144199526, Avg: -26.596639488740596
Ep: 690, Reward: -19.463087248322587, Avg: -26.595868062373246
Ep: 691, Reward: -27.33564013840839, Avg: -26.680912775445645
Ep: 692, Reward: -44.82758620689692, Avg: -26.901118462076013
Ep: 693, Reward: -32.62411347517752, Avg: -26.842246328219375
Ep: 694, Reward: -23.611111111110997, Avg: -26.920108281081326
Ep: 695, Reward: -34.169278996865394, Avg: -26.926453639025812
Ep: 696, Reward: -28.571428571428985, Avg: -26.984097749301505
Ep: 697, Reward: -38.27160493827216, Avg: -27.03819189055702
Ep: 698, Reward: -33.130699088145896, Avg: -27.016748072376984
Ep: 699, Reward: -12.89198606271827, Avg: -26.90428862265934
Ep: 700, Reward: -35.691318327974706, Avg: -27.097565442302724
Ep: 701, Reward: -29.032258064516288, Avg: -27.32651618179265
Ep: 702, Reward: -35.89743589743641, Avg: -27.460138428090957
Ep: 703, Reward: -16.408668730649882, Avg: -27.31729442232815
Ep: 704, Reward: -21.501706484642305, Avg: -27.129326412547698
Ep: 705, Reward: -28.802588996763998, Avg: -27.22027201054453
Ep: 706, Reward: -40.62500000000039, Avg: -27.358229327617707
Ep: 707, Reward: -17.322834645669143, Avg: -27.03821443083115
Ep: 708, Reward: -40.25157232704427, Avg: -27.27406348743493
Ep: 709, Reward: -28.082191780822136, Avg: -27.17344210627407
Ep: 710, Reward: -30.069930069930027, Avg: -27.301209076146307
Ep: 711, Reward: -27.39273927392744, Avg: -27.507972289781105
Ep: 712, Reward: -33.12101910828085, Avg: -27.55836056305569
Ep: 713, Reward: -23.875432525951382, Avg: -27.636530946709367
Ep: 714, Reward: 20.754716981132173, Avg: -27.220350683372864
Ep: 715, Reward: -50.16611295681107, Avg: -27.616580503036822
Ep: 716, Reward: -22.13114754098348, Avg: -27.597891978446647
Ep: 717, Reward: -24.731182795699183, Avg: -27.649801507553065
Ep: 718, Reward: -13.857677902622314, Avg: -27.44844429317995
Ep: 719, Reward: -33.33333333333341, Avg: -27.457018784069554
Ep: 720, Reward: -36.708860759494186, Avg: -27.6868524897037
Ep: 721, Reward: -16.666666666666586, Avg: -27.580791883643098
Ep: 722, Reward: -28.825622775801374, Avg: -27.441567195370578
Ep: 723, Reward: -31.818181818182083, Avg: -27.73197123577462
Ep: 724, Reward: -33.55481727574758, Avg: -27.822236389664162
Ep: 725, Reward: -55.4794520547949, Avg: -27.873925320149997
Ep: 726, Reward: -31.27147766323032, Avg: -27.93290875349872
Ep: 727, Reward: -19.014084507042025, Avg: -27.87134891829702
Ep: 728, Reward: -21.14695340501779, Avg: -28.017074507710518
Ep: 729, Reward: -35.5932203389832, Avg: -28.082226569256374
Ep: 730, Reward: -30.555555555555607, Avg: -28.090657524172958
Ep: 731, Reward: -31.407942238267378, Avg: -28.490263262345106
Ep: 732, Reward: -23.344947735191617, Avg: -28.307905179559558
Ep: 733, Reward: 13.207547169810248, Avg: -27.54127821284484
Ep: 734, Reward: -29.032258064516164, Avg: -27.24826746015666
Ep: 735, Reward: -44.636678200692636, Avg: -27.38315883232752
Ep: 736, Reward: -31.623931623932275, Avg: -27.42667087583957
Ep: 737, Reward: -58.33333333333391, Avg: -27.821812327254094
Ep: 738, Reward: -28.030303030303234, Avg: -27.90479094284141
Ep: 739, Reward: -32.20338983050896, Avg: -28.00604562036727
Ep: 740, Reward: -16.36363636363647, Avg: -27.637909408752797
Ep: 741, Reward: -16.363636363636207, Avg: -27.59268501289548
Ep: 742, Reward: -37.50000000000015, Avg: -27.517513191589636
Ep: 743, Reward: 9.154929577464193, Avg: -27.004742030863216
Ep: 744, Reward: -34.065934065934826, Avg: -26.916053545435606
Ep: 745, Reward: -26.05633802816894, Avg: -26.923947886571387
Ep: 746, Reward: -40.11976047904204, Avg: -27.068639915153625
Ep: 747, Reward: -8.04597701149493, Avg: -26.62207265824155
Ep: 748, Reward: -27.868852459016342, Avg: -26.597625294329966
Ep: 749, Reward: -29.530201342281902, Avg: -26.66463148781709
Ep: 750, Reward: -24.342105263157816, Avg: -26.665628298024426
Ep: 751, Reward: -28.838951310861486, Avg: -26.739000746286624
Ep: 752, Reward: -60.65573770491853, Avg: -27.07548513063508
Ep: 753, Reward: -35.483870967742, Avg: -27.165617957959558
Ep: 754, Reward: 0.3861003860994149, Avg: -26.90751966596297
Ep: 755, Reward: -24.73118279569947, Avg: -26.95344260503108
Ep: 756, Reward: -15.25423728813538, Avg: -26.835911985211702
Ep: 757, Reward: -30.313588850174334, Avg: -26.709517672371156
Ep: 758, Reward: -42.62295081967241, Avg: -26.715092268729087
Ep: 759, Reward: -45.288753799392694, Avg: -26.97680333613478
Ep: 760, Reward: -3.4749034749041927, Avg: -26.63074741732345
Ep: 761, Reward: -15.194346289752982, Avg: -26.268520839735146
Ep: 762, Reward: -42.122186495177615, Avg: -26.422343437287655
Ep: 763, Reward: -48.717948717949085, Avg: -26.696039778399733
Ep: 764, Reward: 12.676056338028422, Avg: -26.272154614380465
Ep: 765, Reward: -23.56687898089202, Avg: -26.610185608913795
Ep: 766, Reward: -40.559440559440894, Avg: -26.817173742731192
Ep: 767, Reward: -21.708185053380888, Avg: -26.74599936550699
Ep: 768, Reward: -27.797833935018087, Avg: -26.834788515667984
Ep: 769, Reward: 1.1235955056181122, Avg: -26.930271928200735
Ep: 770, Reward: -11.660777385159719, Avg: -26.727151810895865
Ep: 771, Reward: -38.14432989690777, Avg: -26.718764601390365
Ep: 772, Reward: -34.57943925233655, Avg: -26.72657989983708
Ep: 773, Reward: -34.98452012383908, Avg: -27.064567393565586
Ep: 774, Reward: -42.65232974910417, Avg: -27.263020515618027
Ep: 775, Reward: -33.99339933993417, Avg: -27.150899714496816
Ep: 776, Reward: -24.187725631768938, Avg: -27.214205542243075
Ep: 777, Reward: -20.48929663608597, Avg: -26.983361831487947
Ep: 778, Reward: -45.57823129251736, Avg: -27.23279493806391
Ep: 779, Reward: -28.05755395683457, Avg: -27.290397504659285
Ep: 780, Reward: -33.77483443708653, Avg: -27.209185604381833
Ep: 781, Reward: -61.66134185303566, Avg: -27.665493679400733
Ep: 782, Reward: -33.82352941176486, Avg: -27.5901487266048
Ep: 783, Reward: -21.933085501858645, Avg: -27.569358001076274
Ep: 784, Reward: -35.185185185185404, Avg: -27.571364651689738
Ep: 785, Reward: -33.544303797469226, Avg: -27.583730766587504
Ep: 786, Reward: -23.913043478260747, Avg: -27.54228566180176
Ep: 787, Reward: -48.94894894894924, Avg: -28.14688306496031
Ep: 788, Reward: -24.18772563176926, Avg: -28.098437740632843
Ep: 789, Reward: -27.272727272727536, Avg: -28.342951847215918
Ep: 790, Reward: -24.836601307189813, Avg: -28.396686987804596
Ep: 791, Reward: -57.446808510638725, Avg: -28.697798671526897
Ep: 792, Reward: -24.73118279569891, Avg: -28.496834637414917
Ep: 793, Reward: -11.66077738515887, Avg: -28.28720127651473
Ep: 794, Reward: -15.78947368421037, Avg: -28.208984902245724
Ep: 795, Reward: -62.54681647940129, Avg: -28.492760277071085
Ep: 796, Reward: -60.14492753623239, Avg: -28.80849526671912
Ep: 797, Reward: -30.463576158940583, Avg: -28.730414978925804
Ep: 798, Reward: -23.076923076923066, Avg: -28.629877218813576
Ep: 799, Reward: -39.92932862190866, Avg: -28.900250644405478
Ep: 800, Reward: -34.54545454545463, Avg: -28.888792006580275
Ep: 801, Reward: -7.407407407407316, Avg: -28.672543500009184
Ep: 802, Reward: -41.35802469135882, Avg: -28.72714938794841
Ep: 803, Reward: -45.57823129251741, Avg: -29.018845013567088
Ep: 804, Reward: -28.80258899676375, Avg: -29.09185383868831
Ep: 805, Reward: -8.088235294117393, Avg: -28.88471030166184
Ep: 806, Reward: -51.21951219512238, Avg: -28.990655423613056
Ep: 807, Reward: -10.447761194029995, Avg: -28.921904689096664
Ep: 808, Reward: -24.137931034482826, Avg: -28.76076827617105
Ep: 809, Reward: -29.530201342281853, Avg: -28.775248371785647
Ep: 810, Reward: -25.92592592592656, Avg: -28.73380833034561
Ep: 811, Reward: -52.20588235294158, Avg: -28.981939761135756
Ep: 812, Reward: -26.174496644295417, Avg: -28.912474536495896
Ep: 813, Reward: -61.53846153846226, Avg: -29.289104826621
Ep: 814, Reward: -16.66666666666732, Avg: -29.663318663099
Ep: 815, Reward: -5.109489051094807, Avg: -29.21275242404184
Ep: 816, Reward: -19.19191919191943, Avg: -29.183360140551205
Ep: 817, Reward: -27.586206896552106, Avg: -29.21191038155973
Ep: 818, Reward: -9.698996655518567, Avg: -29.17032356908869
Ep: 819, Reward: -32.58426966292167, Avg: -29.16283293238457
Ep: 820, Reward: -44.05594405594433, Avg: -29.236303765349067
Ep: 821, Reward: -29.62962962962968, Avg: -29.365933394978697
Ep: 822, Reward: -37.69470404984447, Avg: -29.45462420771913
Ep: 823, Reward: -19.847328244274692, Avg: -29.334915671980056
Ep: 824, Reward: -25.531914893616978, Avg: -29.25468664815875
Ep: 825, Reward: -19.117647058823405, Avg: -28.891068598199034
Ep: 826, Reward: -41.55844155844181, Avg: -28.993938237151152
Ep: 827, Reward: -34.210526315790055, Avg: -29.145902655238633
Ep: 828, Reward: -16.955017301037934, Avg: -29.103983294198837
Ep: 829, Reward: -35.69131832797493, Avg: -29.10496427408875
Ep: 830, Reward: -36.936936936937464, Avg: -29.168778087902574
Ep: 831, Reward: -30.402930402930455, Avg: -29.158727969549204
Ep: 832, Reward: -33.333333333333584, Avg: -29.258611825530625
Ep: 833, Reward: -46.42857142857195, Avg: -29.85497301151445
Ep: 834, Reward: -35.374149659864536, Avg: -29.91839192746793
Ep: 835, Reward: -41.52046783625806, Avg: -29.88722982382358
Ep: 836, Reward: -34.10852713178302, Avg: -29.912075778902093
Ep: 837, Reward: -7.2580645161296395, Avg: -29.40132309073005
Ep: 838, Reward: -42.0289855072468, Avg: -29.541309915499482
Ep: 839, Reward: -12.751677852348806, Avg: -29.346792795717878
Ep: 840, Reward: -27.79783393501802, Avg: -29.4611347714317
Ep: 841, Reward: -25.266903914590603, Avg: -29.55016744694124
