Agent: ddpg, Model: <class 'utils.envs.WorldModel'>, State: [288], Dir: iter1/
Ep: 31, Reward: -51.7301, Test: -25.3570, Avg: -27.3614
Ep: 32, Reward: -26.1787, Test: -11.7773, Avg: -26.8891
Ep: 33, Reward: -25.5986, Test: -17.0801, Avg: -26.6006
Ep: 34, Reward: -73.5922, Test: -25.9436, Avg: -26.5819
Ep: 35, Reward: -60.4423, Test: -20.9672, Avg: -26.4259
Ep: 36, Reward: -61.2969, Test: -28.8124, Avg: -26.4904
Ep: 37, Reward: -64.9920, Test: -4.4597, Avg: -25.9106
Ep: 38, Reward: -61.5647, Test: -7.5094, Avg: -25.4388
Ep: 39, Reward: -77.6805, Test: 26.4529, Avg: -24.1415
Ep: 40, Reward: -5.4455, Test: -53.2277, Avg: -24.8509
Ep: 41, Reward: -13.4392, Test: -50.2095, Avg: -25.4547
Ep: 42, Reward: -68.5688, Test: -42.6878, Avg: -25.8555
Ep: 43, Reward: -32.4853, Test: -36.3031, Avg: -26.0929
Ep: 44, Reward: -58.5235, Test: -23.2768, Avg: -26.0303
Ep: 45, Reward: 6.3525, Test: 72.1710, Avg: -23.8955
Ep: 46, Reward: -18.9183, Test: 49.0579, Avg: -22.3433
Ep: 47, Reward: -67.6952, Test: 46.4334, Avg: -20.9105
Ep: 48, Reward: -65.7576, Test: 118.4051, Avg: -18.0673
Ep: 49, Reward: -67.2330, Test: 89.8644, Avg: -15.9087
Ep: 50, Reward: -73.9968, Test: -23.0815, Avg: -16.0493
Ep: 51, Reward: -53.8944, Test: -2.1644, Avg: -15.7823
Ep: 52, Reward: -65.4027, Test: 119.4870, Avg: -13.2301
Ep: 53, Reward: -21.1917, Test: 193.2633, Avg: -9.4061
Ep: 54, Reward: -60.7180, Test: 97.7415, Avg: -7.4580
Ep: 55, Reward: -64.4304, Test: 524.5354, Avg: 2.0419
Ep: 56, Reward: -59.4850, Test: 175.0110, Avg: 5.0765
Ep: 57, Reward: -47.3508, Test: 227.5239, Avg: 8.9118
Ep: 58, Reward: -35.7172, Test: 481.6573, Avg: 16.9244
Ep: 59, Reward: -18.0540, Test: 416.4015, Avg: 23.5823
Ep: 60, Reward: -71.1653, Test: 628.5367, Avg: 33.4996
Ep: 61, Reward: -40.6989, Test: 242.2284, Avg: 36.8662
Ep: 62, Reward: -0.9743, Test: 346.2485, Avg: 41.7771
Ep: 63, Reward: -46.7015, Test: 307.1991, Avg: 45.9243
Ep: 64, Reward: -59.6282, Test: 326.2638, Avg: 50.2372
Ep: 65, Reward: -84.7396, Test: 234.2462, Avg: 53.0252
Ep: 66, Reward: -127.4232, Test: 91.7008, Avg: 53.6025
Ep: 67, Reward: -37.3506, Test: 154.1383, Avg: 55.0809
Ep: 68, Reward: -72.2834, Test: 176.1411, Avg: 56.8354
Ep: 69, Reward: -32.1854, Test: 177.9189, Avg: 58.5652
Ep: 70, Reward: -62.9182, Test: 123.1366, Avg: 59.4746
Ep: 71, Reward: -45.6972, Test: 136.5279, Avg: 60.5448
Ep: 72, Reward: -47.5141, Test: 225.6003, Avg: 62.8059
Ep: 73, Reward: -68.9793, Test: 86.6278, Avg: 63.1278
Ep: 74, Reward: -34.8575, Test: 311.6362, Avg: 66.4412
Ep: 75, Reward: -45.6481, Test: 214.4591, Avg: 68.3888
Ep: 76, Reward: -32.8628, Test: 192.3559, Avg: 69.9988
Ep: 77, Reward: -48.2604, Test: 219.0396, Avg: 71.9096
Ep: 78, Reward: -5.8794, Test: 270.1970, Avg: 74.4195
Ep: 79, Reward: -27.7204, Test: 231.8748, Avg: 76.3877
Ep: 80, Reward: -66.4779, Test: 236.6584, Avg: 78.3664
Ep: 81, Reward: -41.1297, Test: 108.4225, Avg: 78.7329
Ep: 82, Reward: -53.7818, Test: 354.2807, Avg: 82.0528
Ep: 83, Reward: -62.8760, Test: 274.3107, Avg: 84.3415
Ep: 84, Reward: -63.9287, Test: 533.8596, Avg: 89.6300
Ep: 85, Reward: -48.3507, Test: 353.9940, Avg: 92.7040
Ep: 86, Reward: -46.7551, Test: 288.9241, Avg: 94.9594
Ep: 87, Reward: -57.0247, Test: 401.8633, Avg: 98.4469
Ep: 88, Reward: -74.7088, Test: 266.6692, Avg: 100.3371
Ep: 89, Reward: -19.2205, Test: 257.6822, Avg: 102.0854
Ep: 90, Reward: -75.9152, Test: 612.2222, Avg: 107.6913
Ep: 91, Reward: -54.8967, Test: 629.1521, Avg: 113.3593
Ep: 92, Reward: -32.9783, Test: 408.6821, Avg: 116.5348
Ep: 93, Reward: 5.3337, Test: 392.3357, Avg: 119.4689
Ep: 94, Reward: -5.9202, Test: 369.0197, Avg: 122.0957
Ep: 95, Reward: -11.0207, Test: 368.9577, Avg: 124.6672
Ep: 96, Reward: -51.1493, Test: 272.8604, Avg: 126.1950
Ep: 97, Reward: -46.6006, Test: 273.1698, Avg: 127.6947
Ep: 98, Reward: 11.9276, Test: 516.5495, Avg: 131.6225
Ep: 99, Reward: 3.3761, Test: 379.5323, Avg: 134.1016
Ep: 100, Reward: -74.1439, Test: 563.2712, Avg: 140.5293
Ep: 101, Reward: -38.0923, Test: 288.0351, Avg: 144.1614
Ep: 102, Reward: -9.7670, Test: 343.6898, Avg: 148.2433
Ep: 103, Reward: 4.3357, Test: 523.2955, Avg: 154.2601
Ep: 104, Reward: -57.0468, Test: 155.9587, Avg: 156.5806
Ep: 105, Reward: -20.0017, Test: 384.0475, Avg: 161.1274
Ep: 106, Reward: 7.7317, Test: 493.7707, Avg: 166.5747
Ep: 107, Reward: -62.7204, Test: 342.4926, Avg: 170.6050
Ep: 108, Reward: -69.1714, Test: 250.3497, Avg: 173.6098
Ep: 109, Reward: -20.5963, Test: 287.6359, Avg: 176.5511
Ep: 110, Reward: -24.4266, Test: 552.7341, Avg: 182.3623
Ep: 111, Reward: -45.8642, Test: 299.3989, Avg: 185.6574
Ep: 112, Reward: -71.9601, Test: 265.6589, Avg: 189.0816
Ep: 113, Reward: -37.6047, Test: 400.5337, Avg: 193.5972
Ep: 114, Reward: -27.6424, Test: 491.9339, Avg: 199.1634
Ep: 115, Reward: -53.9787, Test: 466.6741, Avg: 204.4318
Ep: 116, Reward: -29.8590, Test: 628.4769, Avg: 211.7021
Ep: 117, Reward: 0.5881, Test: 801.9780, Avg: 220.5309
Ep: 118, Reward: -43.6486, Test: 609.3706, Avg: 227.2955
Ep: 119, Reward: 14.2936, Test: 845.9513, Avg: 236.3290
Ep: 120, Reward: -55.9306, Test: 726.0593, Avg: 244.2060
Ep: 121, Reward: 5.0950, Test: 725.1000, Avg: 252.1601
Ep: 122, Reward: -33.5758, Test: 727.3422, Avg: 257.5553
Ep: 123, Reward: -66.2254, Test: 591.2172, Avg: 261.5671
Ep: 124, Reward: -25.8063, Test: 679.6811, Avg: 266.6216
Ep: 125, Reward: -19.0284, Test: 695.9089, Avg: 273.4385
Ep: 126, Reward: -68.0342, Test: 581.9505, Avg: 279.3888
Ep: 127, Reward: -10.6436, Test: 627.5796, Avg: 285.1451
Ep: 128, Reward: -49.0854, Test: 405.4991, Avg: 289.5345
Ep: 129, Reward: -55.9242, Test: 574.3390, Avg: 295.6219
Ep: 130, Reward: -44.6907, Test: 577.6805, Avg: 301.6799
Ep: 131, Reward: -50.3387, Test: 604.9527, Avg: 307.9830
Ep: 132, Reward: -60.7606, Test: 508.3409, Avg: 313.1841
Ep: 133, Reward: -23.9666, Test: 647.0010, Avg: 319.8249
Ep: 134, Reward: -43.7495, Test: 527.9497, Avg: 325.3639
Ep: 135, Reward: -42.9891, Test: 491.1131, Avg: 330.4847
Ep: 136, Reward: -3.8524, Test: 660.1045, Avg: 337.3739
Ep: 137, Reward: 20.0090, Test: 509.6921, Avg: 342.5154
Ep: 138, Reward: -37.9608, Test: 309.8781, Avg: 345.6892
Ep: 139, Reward: -37.8184, Test: 356.9181, Avg: 348.9939
Ep: 140, Reward: 12.3481, Test: 658.9852, Avg: 356.1160
Ep: 141, Reward: -40.9726, Test: 421.9175, Avg: 360.8373
Ep: 142, Reward: -97.8662, Test: 394.2056, Avg: 365.2062
Ep: 143, Reward: 8.4256, Test: 473.5038, Avg: 370.3043
Ep: 144, Reward: 34.0824, Test: 323.9255, Avg: 373.7763
Ep: 145, Reward: -9.8954, Test: 250.6061, Avg: 375.5607
Ep: 146, Reward: -43.7621, Test: 518.6185, Avg: 380.2563
Ep: 147, Reward: 17.3131, Test: 393.5087, Avg: 383.7270
Ep: 148, Reward: 40.5394, Test: 404.1008, Avg: 386.5840
Ep: 149, Reward: -40.1172, Test: 302.7516, Avg: 388.7129
Ep: 150, Reward: -2.9838, Test: 352.6227, Avg: 392.4699
Ep: 151, Reward: -30.7027, Test: 352.5956, Avg: 396.0175
Ep: 152, Reward: -3.7102, Test: 491.1686, Avg: 399.7343
Ep: 153, Reward: 14.1223, Test: 499.0339, Avg: 402.7920
Ep: 154, Reward: -9.0172, Test: 498.9389, Avg: 406.8040
Ep: 155, Reward: -39.0849, Test: 515.3990, Avg: 406.7126
Ep: 156, Reward: -64.4643, Test: 584.1255, Avg: 410.8038
Ep: 157, Reward: -57.0308, Test: 346.7557, Avg: 411.9961
Ep: 158, Reward: -43.8521, Test: 361.7810, Avg: 410.7973
Ep: 159, Reward: 19.6792, Test: 303.6653, Avg: 409.6700
Ep: 160, Reward: -37.8230, Test: 250.4198, Avg: 405.8888
Ep: 161, Reward: 51.7006, Test: 426.1808, Avg: 407.7283
Ep: 162, Reward: -11.8309, Test: 371.0024, Avg: 407.9759
Ep: 163, Reward: -44.2487, Test: 384.8949, Avg: 408.7528
Ep: 164, Reward: -22.7827, Test: 557.5889, Avg: 411.0661
Ep: 165, Reward: -11.3744, Test: 306.2937, Avg: 411.7866
Ep: 166, Reward: 28.6714, Test: 497.5566, Avg: 415.8451
Ep: 167, Reward: 131.7191, Test: 480.9752, Avg: 419.1135
Ep: 168, Reward: 0.5116, Test: 461.2908, Avg: 421.9650
Ep: 169, Reward: -51.5938, Test: 343.4447, Avg: 423.6202
Ep: 170, Reward: -29.2153, Test: 543.4378, Avg: 427.8232
Ep: 171, Reward: -58.7789, Test: 207.8145, Avg: 428.5361
Ep: 172, Reward: -14.3033, Test: 388.3527, Avg: 430.1636
Ep: 173, Reward: -58.1557, Test: 548.0859, Avg: 434.7782
Ep: 174, Reward: -42.1826, Test: 516.9244, Avg: 436.8311
Ep: 175, Reward: -50.6048, Test: 601.1618, Avg: 440.6981
Ep: 176, Reward: -16.8451, Test: 334.2581, Avg: 442.1171
Ep: 177, Reward: 19.0492, Test: 369.9445, Avg: 443.6262
Ep: 178, Reward: -18.6524, Test: 292.4920, Avg: 443.8491
Ep: 179, Reward: 47.8101, Test: 276.7648, Avg: 444.2980
Ep: 180, Reward: 4.1076, Test: 414.4318, Avg: 446.0758
Ep: 181, Reward: 25.7752, Test: 408.9555, Avg: 449.0811
Ep: 182, Reward: 19.4489, Test: 244.2097, Avg: 447.9804
Ep: 183, Reward: -35.0029, Test: 221.0345, Avg: 447.4476
Ep: 184, Reward: 39.3085, Test: 307.5339, Avg: 445.1844
Ep: 185, Reward: 17.8470, Test: 263.4725, Avg: 444.2792
Ep: 186, Reward: -0.4452, Test: 389.8763, Avg: 445.2887
Ep: 187, Reward: 66.1320, Test: 541.2453, Avg: 446.6825
Ep: 188, Reward: 13.2226, Test: 285.7192, Avg: 446.8730
Ep: 189, Reward: 132.5273, Test: 407.1120, Avg: 448.3673
Ep: 190, Reward: 33.0371, Test: 482.7268, Avg: 447.0724
Ep: 191, Reward: 60.2306, Test: 249.3625, Avg: 443.2745
Ep: 192, Reward: 23.5443, Test: 298.3976, Avg: 442.1716
Ep: 193, Reward: 126.3987, Test: 555.0526, Avg: 443.7988
Ep: 194, Reward: 7.7744, Test: 599.2404, Avg: 446.1010
Ep: 195, Reward: 36.1297, Test: 281.0941, Avg: 445.2224
Ep: 196, Reward: 18.5452, Test: 305.2414, Avg: 445.5462
Ep: 197, Reward: -16.5614, Test: 567.3539, Avg: 448.4880
Ep: 198, Reward: 62.6464, Test: 406.9777, Avg: 447.3923
Ep: 199, Reward: 10.8422, Test: 343.3068, Avg: 447.0300
Ep: 200, Reward: 8.1511, Test: 199.0722, Avg: 443.3880
Ep: 201, Reward: 95.9425, Test: 148.1274, Avg: 441.9890
Ep: 202, Reward: -9.6500, Test: 531.5440, Avg: 443.8675
Ep: 203, Reward: 24.4774, Test: 183.6647, Avg: 440.4712
Ep: 204, Reward: 112.4204, Test: 535.5973, Avg: 444.2676
Ep: 205, Reward: -7.1215, Test: 601.7254, Avg: 446.4444
Ep: 206, Reward: 83.3464, Test: 374.1946, Avg: 445.2486
Ep: 207, Reward: 84.3777, Test: 423.3341, Avg: 446.0570
Ep: 208, Reward: 54.7602, Test: 742.7899, Avg: 450.9814
Ep: 209, Reward: -11.7490, Test: 648.7439, Avg: 454.5925
Ep: 210, Reward: 97.2897, Test: 599.5152, Avg: 455.0603
Ep: 211, Reward: 36.1895, Test: 691.1811, Avg: 458.9781
Ep: 212, Reward: 134.6758, Test: 492.1600, Avg: 461.2431
Ep: 213, Reward: 67.9985, Test: 593.5707, Avg: 463.1735
Ep: 214, Reward: 1.9475, Test: 596.0754, Avg: 464.2149
Ep: 215, Reward: 229.0072, Test: 451.5701, Avg: 464.0639
Ep: 216, Reward: 131.9757, Test: 557.3263, Avg: 463.3524
Ep: 217, Reward: 262.6383, Test: 570.3868, Avg: 461.0365
Ep: 218, Reward: 71.0373, Test: 417.1632, Avg: 459.1144
Ep: 219, Reward: 346.9537, Test: 594.1881, Avg: 456.5968
Ep: 220, Reward: 96.5026, Test: 503.0777, Avg: 454.3669
Ep: 221, Reward: 172.0820, Test: 426.8861, Avg: 451.3848
Ep: 222, Reward: 57.0614, Test: 442.2693, Avg: 448.5341
Ep: 223, Reward: 102.2558, Test: 587.7460, Avg: 448.4994
Ep: 224, Reward: 156.0609, Test: 565.3673, Avg: 447.3562
Ep: 225, Reward: 139.4692, Test: 530.7970, Avg: 445.7051
Ep: 226, Reward: 1.5858, Test: 223.4616, Avg: 442.1202
Ep: 227, Reward: 152.7957, Test: 369.4378, Avg: 439.5388
Ep: 228, Reward: 121.0767, Test: 596.3585, Avg: 441.4474
Ep: 229, Reward: 106.9002, Test: 564.7388, Avg: 441.3514
Ep: 230, Reward: 197.8245, Test: 144.3615, Avg: 437.0182
Ep: 231, Reward: 91.0255, Test: 274.5231, Avg: 433.7139
Ep: 232, Reward: -14.5546, Test: 570.0714, Avg: 434.3312
Ep: 233, Reward: 149.8379, Test: 348.4994, Avg: 431.3462
Ep: 234, Reward: 125.1638, Test: 257.1127, Avg: 428.6378
Ep: 235, Reward: 335.2248, Test: 307.4396, Avg: 426.8011
Ep: 236, Reward: 92.8817, Test: 409.3854, Avg: 424.2939
Ep: 237, Reward: 274.4509, Test: 376.8810, Avg: 422.9658
Ep: 238, Reward: 241.5351, Test: 495.7623, Avg: 424.8246
Ep: 239, Reward: 333.9038, Test: 520.7952, Avg: 426.4634
Ep: 240, Reward: 237.0954, Test: 716.3042, Avg: 427.0366
Ep: 241, Reward: 351.0478, Test: 543.1873, Avg: 428.2493
Ep: 242, Reward: 119.5799, Test: 350.5226, Avg: 427.8125
Ep: 243, Reward: 310.7356, Test: 575.6905, Avg: 428.8343
Ep: 244, Reward: 438.2567, Test: 692.1300, Avg: 432.5164
Ep: 245, Reward: 225.5217, Test: 669.9845, Avg: 436.7102
Ep: 246, Reward: 55.9458, Test: 658.9063, Avg: 438.1130
Ep: 247, Reward: 166.0879, Test: 574.8152, Avg: 439.9261
Ep: 248, Reward: 488.6182, Test: 641.4705, Avg: 442.2998
Ep: 249, Reward: 306.1130, Test: 520.1064, Avg: 444.4733
Ep: 250, Reward: 217.4046, Test: 597.7758, Avg: 446.9249
Ep: 251, Reward: 355.9507, Test: 642.9782, Avg: 449.8287
Ep: 252, Reward: 135.9571, Test: 440.3612, Avg: 449.3206
Ep: 253, Reward: 67.2896, Test: 520.2249, Avg: 449.5325
Ep: 254, Reward: 264.9006, Test: 680.3832, Avg: 451.3470
Ep: 255, Reward: 487.2366, Test: 678.9924, Avg: 452.9829
Ep: 256, Reward: 166.2437, Test: 342.0900, Avg: 450.5626
Ep: 257, Reward: 388.5957, Test: 483.3692, Avg: 451.9287
Ep: 258, Reward: 203.2540, Test: 440.9486, Avg: 452.7204
Ep: 259, Reward: 216.4714, Test: 422.8024, Avg: 453.9117
Ep: 260, Reward: 396.2983, Test: 555.7943, Avg: 456.9655
Ep: 261, Reward: 189.5966, Test: 504.6311, Avg: 457.7500
Ep: 262, Reward: 514.6947, Test: 473.4144, Avg: 458.7741
Ep: 263, Reward: 666.6897, Test: 505.4061, Avg: 459.9792
Ep: 264, Reward: 266.2940, Test: 589.2117, Avg: 460.2955
Ep: 265, Reward: 264.7242, Test: 562.5054, Avg: 462.8576
Ep: 266, Reward: 583.3446, Test: 490.1517, Avg: 462.7835
Ep: 267, Reward: 449.6100, Test: 469.8996, Avg: 462.6728
Ep: 268, Reward: 627.4638, Test: 469.8535, Avg: 462.7584
Ep: 269, Reward: 272.6969, Test: 491.4041, Avg: 464.2380
Ep: 270, Reward: 378.0424, Test: 383.4779, Avg: 462.6384
Ep: 271, Reward: 378.9069, Test: 413.9968, Avg: 464.7002
Ep: 272, Reward: 330.7053, Test: 449.4386, Avg: 465.3111
Ep: 273, Reward: 439.8783, Test: 434.5461, Avg: 464.1757
Ep: 274, Reward: 446.7748, Test: 346.5562, Avg: 462.4720
Ep: 275, Reward: 337.5931, Test: 389.1221, Avg: 460.3516
Ep: 276, Reward: 300.1444, Test: 583.7808, Avg: 462.8468
Ep: 277, Reward: 389.9060, Test: 562.4256, Avg: 464.7716
Ep: 278, Reward: 424.0216, Test: 368.2102, Avg: 465.5288
Ep: 279, Reward: 645.5336, Test: 589.7100, Avg: 468.6583
Ep: 280, Reward: 355.4207, Test: 493.8092, Avg: 469.4520
Ep: 281, Reward: 611.2263, Test: 644.0002, Avg: 471.8025
Ep: 282, Reward: 303.4339, Test: 341.9034, Avg: 472.7794
Ep: 283, Reward: 656.2831, Test: 340.4934, Avg: 473.9740
Ep: 284, Reward: 632.5607, Test: 440.8980, Avg: 475.3077
Ep: 285, Reward: 673.5045, Test: 468.1985, Avg: 477.3549
Ep: 286, Reward: 319.0124, Test: 473.7098, Avg: 478.1933
Ep: 287, Reward: 533.8300, Test: 488.5371, Avg: 477.6662
Ep: 288, Reward: 579.0834, Test: 405.8311, Avg: 478.8673
Ep: 289, Reward: 468.9472, Test: 518.7460, Avg: 479.9836
Ep: 290, Reward: 464.3874, Test: 237.5533, Avg: 477.5319
Ep: 291, Reward: 586.5225, Test: 470.2179, Avg: 479.7404
Ep: 292, Reward: 691.1260, Test: 508.9274, Avg: 481.8457
Ep: 293, Reward: 556.4561, Test: 444.8103, Avg: 480.7433
Ep: 294, Reward: 536.1814, Test: 410.2387, Avg: 478.8533
Ep: 295, Reward: 536.0589, Test: 428.4902, Avg: 480.3273
Ep: 296, Reward: 654.5751, Test: 441.3234, Avg: 481.6881
Ep: 297, Reward: 220.6248, Test: 443.2386, Avg: 480.4469
Ep: 298, Reward: 345.7880, Test: 399.8849, Avg: 480.3760
Ep: 299, Reward: 409.8032, Test: 414.1109, Avg: 481.0840
Ep: 300, Reward: 622.8707, Test: 375.6682, Avg: 482.8500
Ep: 301, Reward: 298.3787, Test: 445.3748, Avg: 485.8225
Ep: 302, Reward: 483.1885, Test: 472.4862, Avg: 485.2319
Ep: 303, Reward: 490.0117, Test: 364.4598, Avg: 487.0399
Ep: 304, Reward: 256.3192, Test: 378.5933, Avg: 485.4698
Ep: 305, Reward: 463.6480, Test: 385.2367, Avg: 483.3049
Ep: 306, Reward: 682.4432, Test: 598.9201, Avg: 485.5522
Ep: 307, Reward: 580.3207, Test: 611.6467, Avg: 487.4353
Ep: 308, Reward: 658.2885, Test: 471.2105, Avg: 484.7195
Ep: 309, Reward: 461.1573, Test: 575.8156, Avg: 483.9902
Ep: 310, Reward: 703.7812, Test: 333.4348, Avg: 481.3294
Ep: 311, Reward: 461.1131, Test: 397.7603, Avg: 478.3952
Ep: 312, Reward: 623.1746, Test: 547.3609, Avg: 478.9472
Ep: 313, Reward: 611.0570, Test: 304.6363, Avg: 476.0579
